relation_id,locale,note
sq-wy-lzz-vigilance,en,Liu's vigilance refines innate-knowing practice by focusing on the incipient and hidden moment of intention.
sq-wy-lzz-vigilance,zh-CN,致良知要求在每一意念落实是非明觉，刘宗周的慎独把注意力进一步集中到念头隐微处。
sq-wy-wg-common-practice,en,Taizhou thought extends innate-knowing practice into the accessibility of ordinary daily life.
sq-wy-wg-common-practice,zh-CN,良知工夫在泰州传统中转向百姓日用和日常行动的普遍可及性。
sq-wy-wj-mind-radicalization,en,"Wang Ji radicalizes present innate awareness into non-fixation across mind, intention, knowing, and things."
sq-wy-wj-mind-radicalization,zh-CN,良知的当下明觉在王畿处被推进为心意知物在本体上的无滞着。
sq-ys-wf-change-pairs,en,Both locate order within change: through correlative pairs and through daily qi renewal.
sq-ys-wf-change-pairs,zh-CN,叶适由相待成对把握一，王夫之由日新气化说明恒常，都把秩序置于变化内部。
sq-yy-lg-practical-learning,en,Both treat active enactment as constitutive of knowledge and virtue.
sq-yy-lg-practical-learning,zh-CN,颜元的习行六艺与李塨的践履成学都把行动视为知识与德性的构成部分。
sq-zd-ch-sincerity-ren,en,"Both turn cosmic generation into an ethical ground, through sincerity and ren respectively."
sq-zd-ch-sincerity-ren,zh-CN,周敦颐以诚贯通乾道与百行，程颢以生生和万物一体解释仁，两者共同把宇宙生成转成伦理根据。
sq-zx-lu-method-contrast,en,Zhu stresses cumulative investigation; Lu stresses removing obscurations from the original mind.
sq-zx-lu-method-contrast,zh-CN,朱熹强调逐物累积与贯通，陆九渊强调剥落遮蔽、复明本心，是两种不同工夫路径。
sq-zx-wy-knowledge-method,en,Zhu expands knowledge through investigation; Wang centers practice on realizing present moral awareness.
sq-zx-wy-knowledge-method,zh-CN,格物补传以逐事穷理扩充知识，良知说则把工夫集中于当下是非明觉的实现。
sq-zx-yy-book-practice,en,Zhu emphasizes cumulative inquiry; Yan redirects learning toward embodied training in the Six Arts.
sq-zx-yy-book-practice,zh-CN,朱熹重逐理积累，颜元则批评讲说多而践履少，要求六艺身体训练。
sq-zxc-two-claims,en,The historical status of the Classics is grounded more generally in the inseparability of Way and concrete forms.
sq-zxc-two-claims,zh-CN,六经皆史说明经典是政典，道不离器则给出其更一般的哲学根据。
sq-zxc-wf-dao-qi,en,"Both deny a Way separate from concrete forms, with Zhang placing greater emphasis on historical institutions."
sq-zxc-wf-dao-qi,zh-CN,章学诚与王夫之都否认道能在器与具体事物之外独立存在，前者更强调历史制度。
sq-zz-ch-cosmic-community,en,"Cosmic kinship and one-body ren both widen moral community, though Zhang retains stronger kinship roles."
sq-zz-ch-cosmic-community,zh-CN,“民胞物与”与“仁者浑然与物同体”都扩展道德共同体，但前者更强调亲属角色。
sq-zz-wf-qi-continuity,en,Both explain change through an immanent qi process rather than a void or static principle outside it.
sq-zz-wf-qi-continuity,zh-CN,太虚即气与天地化日新都以同一气化过程解释形态变化，拒绝把虚无或静态理体置于气外。
ultimate-ap-cc-01-fuxi-patterns-cheng-hermeneutics,en,The Xici image of Fuxi observing patterns to make trigrams and Cheng Chung-ying's onto-hermeneutics both situate understanding in interplay between world patterns and symbolic interpretation. The legendary figure is not treated as a verifiable author.
ultimate-ap-cc-01-fuxi-patterns-cheng-hermeneutics,zh-CN,《系辞》塑造的伏羲观象制卦与成中英本体诠释学都把理解建立在世界模式与符号解释的往复中；关系比较的是后世文本形象，不把传说人物当作可证作者。
ultimate-ap-cc-02-shennong-testing-mao-practice,en,"The Huainanzi narrative of Shennong gains publicly useful knowledge through testing and local comparison, while Mao Zedong tests truth in practice. Both link knowledge, experiment, and practical effect; the former is a Han cultural memory."
ultimate-ap-cc-02-shennong-testing-mao-practice,zh-CN,《淮南子》的神农叙事以亲尝和因地比较获得利民知识，毛泽东以实践检验真理；两者都连接知识、试验与实际效用，但前者是汉代文化记忆。
ultimate-ap-cc-03-huangdi-life-tu-embedded,en,"The Inner Canon's Yellow Emperor dialogue places bodily cultivation within seasonal cosmic order, while Tu Weiming reconstructs ethics through anthropocosmic embeddedness. Both connect body, nature, and norm; the Yellow Emperor is not treated as a verifiable author."
ultimate-ap-cc-03-huangdi-life-tu-embedded,zh-CN,《内经》黄帝问答传统把身体调养置于四时天地秩序中，杜维明以人—宇宙嵌入重构伦理；两者都连接身体、自然与规范，且不把黄帝视为可证作者。
ultimate-ap-cc-04-yao-virtue-jiang-legitimacy,en,"The Yao Canon's sage-king extends bright virtue from kin to the myriad states, while Jiang Qing grounds legitimacy in heavenly, historical, and popular sources. Both subject authority to layered norms; the former is a later textual image."
ultimate-ap-cc-04-yao-virtue-jiang-legitimacy,zh-CN,《尧典》的圣王形象以明德亲族而协和万邦，蒋庆以天、地、人三重来源论政治合法性；两者都使权威接受多层规范评价，前者只是后世文本形象。
ultimate-ap-cc-05-shun-music-lizehou-aesthetic,en,"The Shun Canon's textual image uses poetry and music to harmonize dispositions and educate, while Li Zehou explains the aesthetic body through cultural sedimentation. Both treat art as a practice shaping feeling and character over time."
ultimate-ap-cc-05-shun-music-lizehou-aesthetic,zh-CN,《舜典》文本形象以诗乐调和性情并成教，李泽厚以文化积淀说明审美身体；两者都把艺术视为长期塑造情感与人格的实践。
ultimate-ap-cc-06-yu-government-zhao-world,en,"The Yu image in the Counsels of Great Yu realizes good government through securing and nourishing the people, while Zhao Tingyang takes all-under-heaven as a unit of shared political life. Both define order from common life rather than the ruler alone."
ultimate-ap-cc-06-yu-government-zhao-world,zh-CN,《大禹谟》的禹形象把善政落实为安民养民，赵汀阳以天下为政治单位处理共同世界；两者都从共同生活而非统治者自身界定秩序目的。
ultimate-ap-cc-07-shendao-necessity-wanghui-power,en,"Shen Dao minimizes personal will by following circumstance and necessity, while Wang Hui criticizes power for naturalizing historical choices as uncontestable. They form an analytical contrast over political necessity."
ultimate-ap-cc-07-shendao-necessity-wanghui-power,zh-CN,慎到以因任自然、随势必要弱化个人意志，王晖批判权力把历史选择自然化为无可争议；二者围绕“必然性”形成接受与揭露的反向张力。
ultimate-ap-cc-08-zouyan-succession-zhang-synthesis,en,"Zou Yan's succession of the five powers explains dynastic change through cosmological pattern, while Zhang Dainian frames modern thought through creative synthesis. Both seek a general account of change, one cyclical-correlative and one open and synthetic."
ultimate-ap-cc-08-zouyan-succession-zhang-synthesis,zh-CN,邹衍五德终始以宇宙模式解释历史更替，张岱年以创造性综合理解现代思想建构；两者都为历史变化寻找总体框架，但一个循环对应，一个开放综合。
ultimate-qh-cc-01-dong-warning-jiang-legitimacy,en,"Dong Zhongshu's portents constrain a ruler who loses the Way, while Jiang Qing's threefold legitimacy constrains any single source of authority. Both place normative limits beyond de facto power; no historical influence is asserted."
ultimate-qh-cc-01-dong-warning-jiang-legitimacy,zh-CN,董仲舒以灾异限制失道君主，蒋庆以三重合法性限制单一权力来源；二者都为政治权威设置超出事实掌控的规范尺度，但此处不主张历史影响。
ultimate-qh-cc-02-dong-warning-wanghui-power,en,"Portent remonstrance and the critique of depoliticization both refuse to treat an existing order as natural and beyond reflection, though one invokes Heaven and the other analyzes modern power discourse. This is structural comparison only."
ultimate-qh-cc-02-dong-warning-wanghui-power,zh-CN,灾异谴告与“去政治化”批判都拒绝把现存秩序视为自然而无需反省：前者诉诸天意，后者分析现代权力话语。关系仅为批判结构的比较。
ultimate-qh-cc-03-dong-phases-robin-generativity,en,Five-phase qi transformation and contemporary yin-yang relational generativity both understand difference as emerging within processes rather than as an assembly of isolated substances; their contexts and methods remain distinct.
ultimate-qh-cc-03-dong-phases-robin-generativity,zh-CN,五行气化与当代阴阳关系生成论都把差异理解为关系过程中的生成，而非孤立实体的机械拼接；二者的历史语境与理论方法仍不同。
ultimate-qh-cc-04-dong-phases-tu-anthropocosmic,en,"Dong Zhongshu's yin-yang and five-phase order and Tu Weiming's anthropocosmic embeddedness both resist separating humans from cosmic process; the former belongs to Han political cosmology, the latter to contemporary ethical reconstruction."
ultimate-qh-cc-04-dong-phases-tu-anthropocosmic,zh-CN,董仲舒的阴阳五行秩序与杜维明的人与宇宙嵌入论都反对把人割裂于天地过程；前者服务汉代政治宇宙论，后者是当代伦理重构。
ultimate-qh-cc-05-simatan-six-schools-zhang-harmony,en,"Sima Tan treats the six schools as divergent routes toward government, while Zhang Dainian pursues inclusive synthesis across theories. Both locate shared problems amid disagreement without making their principles identical."
ultimate-qh-cc-05-simatan-six-schools-zhang-harmony,zh-CN,司马谈把六家视为同趋于治而路径不同，张岱年以兼容综合处理理论差异；两者都承认分歧中的共同问题，但不等同其综合原则。
ultimate-qh-cc-06-simatan-six-schools-zhang-synthesis,en,"The comparative classification of the six schools and Zhang Dainian's creative synthesis both place intellectual materials in a shared frame of comparison, though the former is an early-Han school survey and the latter a modern philosophical construction."
ultimate-qh-cc-06-simatan-six-schools-zhang-synthesis,zh-CN,六家要旨的分类比较与张岱年的创造性综合都把思想史材料置于可比较的共同框架，不过前者为汉初学派论，后者回应现代哲学建构。
ultimate-qh-cc-07-simaqian-death-tang-spirit,en,"Sima Qian weighs death by the purpose toward which a life is directed, while Tang Junyi affirms the intrinsic value of humanistic spirit. Both place personal purpose above mere biological continuation, in different contexts."
ultimate-qh-cc-07-simaqian-death-tang-spirit,zh-CN,司马迁以生命所趋衡量死亡轻重，唐君毅强调人文精神的内在价值；两者都将人格目的置于生物存续之上，但论证语境不同。
ultimate-qh-cc-08-simaqian-death-wangruoshui-human,en,"Sima Qian's purpose-directed valuation and Wang Ruoshui's socially situated practical human both resist discussing human worth apart from concrete action; one concerns personal choice, the other social philosophy."
ultimate-qh-cc-08-simaqian-death-wangruoshui-human,zh-CN,“用之所趋”与王若水的现实社会实践的人都反对抽空具体行动来谈人的价值：前者是个人抉择，后者是社会哲学分析。
ultimate-qh-cc-09-banzhao-education-aisiqi-popular,en,"Ban Zhao argues that education should not reach boys alone, while Ai Siqi seeks a popular philosophical language. Both broaden educational audiences, although Ban Zhao remains within an ancient gender order."
ultimate-qh-cc-09-banzhao-education-aisiqi-popular,zh-CN,班昭要求教育不应只及男子，艾思奇追求通俗哲学语言；两者都扩大知识教育的受众，不过班昭仍处在古代性别秩序之内。
ultimate-qh-cc-10-banzhao-education-chenlai-values,en,"The Admonitions for Women discusses women's education within spousal roles, while Chen Lai reconstructs Confucian relational values. Both value relations but diverge over whether gendered roles should remain hierarchically fixed."
ultimate-qh-cc-10-banzhao-education-chenlai-values,zh-CN,《女诫》在夫妇角色中论女性教育，陈来以关系性价值重释儒学；二者都重视关系，却在性别角色是否应被既定等级限定上形成可分析的张力。
ultimate-qh-cc-11-zheng-ritual-chenlai-values,en,"Zheng Xuan treats ritual embodiment as constitutive of the person, while Chen Lai prioritizes values embedded in relations. Both understand personhood as formed through relations and norms rather than isolated self-sufficiency."
ultimate-qh-cc-11-zheng-ritual-chenlai-values,zh-CN,郑玄以礼体成人，陈来强调价值在关系秩序中的优先性；两者都把人格形成理解为关系与规范的产物，而非孤立个体的自足属性。
ultimate-qh-cc-12-zheng-ritual-bai-hybrid,en,"Zheng Xuan's ritual constitution of persons and Bai Tongdong's Confucian hybrid regime both treat institutions and ritual norms as shaping political subjects; one is classical commentary, the other contemporary institutional theory."
ultimate-qh-cc-12-zheng-ritual-bai-hybrid,zh-CN,郑玄的礼成人与白彤东的儒家混合政体都把制度礼法视为塑造政治主体的重要条件；前者为经注人伦论，后者是当代制度方案。
ultimate-qh-cc-13-huantan-body-fang-field,en,"Huan Tan's candle analogy denies that spirit exists apart from form, while Fang Dongmei understands the cosmos as a living field. Both reject disembodied spirit, though at different theoretical scales."
ultimate-qh-cc-13-huantan-body-fang-field,zh-CN,桓谭以烛火说明精神不能脱离形体，方东美以生命场理解宇宙；二者都反对把生命精神看成脱离具体过程的实体，但理论尺度不同。
ultimate-qh-cc-14-yangxing-cultivation-huang-onebody,en,"Yang Xiong gives mixed human nature a direction through cultivating good or evil, while Huang Yong develops self-other unity through moral extension. Both treat moral personhood as transformable in practice rather than fixed essence."
ultimate-qh-cc-14-yangxing-cultivation-huang-onebody,zh-CN,扬雄以修善修恶说明混合人性的方向性，黄勇以自他一体论道德扩充；两者都把道德人格视为可实践转化而非固定本质。
ultimate-qh-cc-15-yangxing-cultivation-tang-affect,en,"Yang Xiong's mixed nature and Tang Junyi's affective mind-world connection both resist reducing mind and nature to static properties, emphasizing their unfolding through choice, feeling, and practice."
ultimate-qh-cc-15-yangxing-cultivation-tang-affect,zh-CN,扬雄的善恶混与唐君毅的感通心灵都拒绝把心性简化为静态属性，强调其在选择、情感与实践中展开。
ultimate-qh-cc-16-wangchong-generation-robin,en,Wang Chong's spontaneous generation through the conjunction of qi and contemporary yin-yang relational generativity both explain emergence through process; they differ as naturalistic qi theory and relational ontological interpretation.
ultimate-qh-cc-16-wangchong-generation-robin,zh-CN,王充的天地合气、万物自生与当代阴阳关系生成论都以关系过程说明生成，区别在于前者的自然气论和后者的关系本体论诠释。
ultimate-qh-cc-17-wangchong-generation-fang-field,en,Qi-based spontaneous generation and the cosmos as a living field both portray immanent emergence rather than manufacture by an external creator; they belong respectively to Han naturalism and modern philosophy of life.
ultimate-qh-cc-17-wangchong-generation-fang-field,zh-CN,万物自生的气论与宇宙生命场都描写内在生成而非外在造物者的制作；二者分别属于汉代自然论与现代生命哲学。
ultimate-qh-cc-18-wangchong-death-tu-cosmos,en,"Wang Chong denies postmortem awareness through the dissipation of blood and vital energy, whereas Tu Weiming reconstructs human spiritual meaning through anthropocosmic embeddedness. The link marks a conceptual tension."
ultimate-qh-cc-18-wangchong-death-tu-cosmos,zh-CN,王充以血脉精气消散否定死后知觉，杜维明则从人—宇宙嵌入重构人的精神意义；关系标示自然主义死亡论与当代人文宇宙论的张力。
ultimate-qh-cc-19-liuan-dao-zhang-interconnection,en,"The Huainanzi's Dao encompasses heaven and earth, while Zhang Shiying explains a whole through difference and interconnection. Both ask how diverse things inhabit a common world, without positing the same structure."
ultimate-qh-cc-19-liuan-dao-zhang-interconnection,zh-CN,《淮南子》以道包裹天地，张世英以差异与相通说明存在整体；两者都追问多样事物如何处于共同世界，但整体结构并不相同。
ultimate-qh-cc-20-liuan-qi-robin-generativity,en,The Tianwen xun moves from empty expanse through cosmos and qi to differentiated heaven and earth; contemporary yin-yang relational theory likewise treats order as a differentiating process rather than an arrangement of preformed entities.
ultimate-qh-cc-20-liuan-qi-robin-generativity,zh-CN,《天文训》由虚霩、宇宙、气到清浊天地的分化，与当代阴阳关系生成论都将秩序理解为差异化过程，而不是预成实体的排列。
ultimate-qh-cc-21-lisi-inclusion-bai-hybrid,en,"Li Si grounds state capacity in not rejecting the multitude, while Bai Tongdong's hybrid regime combines distinct mechanisms of legitimacy. Both address political incorporation of heterogeneous elements, with different institutional aims."
ultimate-qh-cc-21-lisi-inclusion-bai-hybrid,zh-CN,李斯以不却众庶说明国家能力来自吸纳，白彤东以混合政体整合不同合法性机制；二者都讨论政治秩序如何容纳异质成分，但制度目标不同。
ultimate-qh-cc-22-wangfu-people-zhao-world,en,"Wang Fu grounds the state in people and subsistence, while Zhao Tingyang takes all-under-heaven rather than the state as the political unit. Both rethink order from the people and shared life carried by political forms."
ultimate-qh-cc-22-wangfu-people-zhao-world,zh-CN,王符以民与生计为国家成立之基，赵汀阳把天下而非国家作为政治单位；二者都要求从政治容器所承载的人群与共同生活反思秩序尺度。
ultimate-qh-cc-23-wangfu-people-wangruoshui,en,"Wang Fu explains the state's basis through people, grain, and labor, while Wang Ruoshui defines the human through real social practice. Both connect politics to material and practical human conditions."
ultimate-qh-cc-23-wangfu-people-wangruoshui,zh-CN,王符从民、谷与人功说明国家基础，王若水从现实社会实践说明人；两者都把政治与人的物质实践条件联系起来。
ultimate-qh-lq-01-simatan-schools-liang-renewal,en,"Sima Tan places six schools within a shared problem of government, while Liang Qichao's renewal of the people joins politics, education, and historical change. Both orient intellectual classification toward public order; no direct influence is asserted."
ultimate-qh-lq-01-simatan-schools-liang-renewal,zh-CN,司马谈把六家置于共同的治道问题，梁启超以新民整合政治、教育与历史变革；两者都把思想分类导向公共治理，但不主张直接影响。
ultimate-qh-lq-02-simaqian-purpose-tan-ren,en,"Sima Qian judges death by life's purpose, while Tan Sitong interprets ren as communication and gives sacrifice public meaning. Both place personal value beyond individual preservation."
ultimate-qh-lq-02-simaqian-purpose-tan-ren,zh-CN,司马迁以生命所趋判断死亡价值，谭嗣同以通释仁并赋予牺牲公共意义；两者都使人格价值超越个体保存。
ultimate-qh-lq-03-banzhao-education-hezhen-gender,en,"Ban Zhao advocates educating women within a hierarchical spousal order, whereas He Zhen jointly attacks gender subjugation, capitalism, imperialism, and patriarchy. They contrast expanded education with critique of the hierarchy itself."
ultimate-qh-lq-03-banzhao-education-hezhen-gender,zh-CN,班昭在夫妇等级秩序内主张女子也应受教，何震则把性别压迫与资本、帝国及父权结构一并批判；二者在教育扩展与等级制度本身是否正当上形成鲜明对照。
ultimate-qh-lq-04-zheng-ritual-kang-unity,en,"Zheng Xuan defines full personhood through completion of inherited ritual forms, while Kang Youwei's Great Unity abolishes national and other identity barriers. They contrast constituted ritual roles with institutional transcendence of boundaries."
ultimate-qh-lq-04-zheng-ritual-kang-unity,zh-CN,郑玄以既有礼体之完备界定成人，康有为的大同则设想废除国界和多重身份壁垒；二者在制度人格依赖既定礼分还是超越既定边界上构成张力。
ultimate-qh-lq-05-huantan-body-zhangjunmai-free,en,"Huan Tan's candle analogy makes spirit dependent on form, whereas Zhang Junmai limits scientific causality before a free life-view. The link contrasts embodied naturalism with a philosophy of spiritual freedom."
ultimate-qh-lq-05-huantan-body-zhangjunmai-free,zh-CN,桓谭用烛火比喻强调精神依赖形体，张君劢则以自由生命观限制科学因果解释的范围；二者构成身心依存自然论与自由精神论的比较张力。
ultimate-qh-lq-06-yangxing-cultivation-yanfu-capacity,en,"Yang Xiong directs mixed nature through cultivation, while Yan Fu treats popular strength, intelligence, and virtue as conditions to be developed for national power. Both understand capacity and virtue as cultivable rather than fixed endowment."
ultimate-qh-lq-06-yangxing-cultivation-yanfu-capacity,zh-CN,扬雄以修习使善恶混的人性获得方向，严复把民力、民智、民德视为国家养成条件；两者都把能力与德性理解为可培养而非固定禀赋。
ultimate-qh-lq-07-wangchong-generation-fengyoulan-real,en,"Wang Chong explains reality through the conjunction of qi and spontaneous generation, while Feng Youlan distinguishes concrete things from a realm of the truly real. They contrast immanent natural generation with an independent metaphysical level."
ultimate-qh-lq-07-wangchong-generation-fengyoulan-real,zh-CN,王充以天地合气和万物自生解释现实，冯友兰以真际境界区分现实事物与形上原则；二者在自然生成是否需要独立形上层次上形成对照。
ultimate-qh-lq-08-liuan-dao-xiong-reality,en,"The Huainanzi's formless Dao encompasses and endows the cosmos, while Xiong Shili realizes reality through inward self-verification. Both reject ultimate reality as a merely external object, through different epistemic paths."
ultimate-qh-lq-08-liuan-dao-xiong-reality,zh-CN,《淮南子》以无形之道包裹并禀授天地，熊十力以向内自证把握实在；两者都反对把终极实在当作外在对象，但认识路径不同。
ultimate-qh-lq-09-lisi-inclusion-kang-boundaries,en,"Li Si grounds state strength in not rejecting the multitude, while Kang Youwei's abolition of national borders imagines maximal political inclusion. One serves an imperial state, the other a world community."
ultimate-qh-lq-09-lisi-inclusion-kang-boundaries,zh-CN,李斯以王者不却众庶论国家强盛，康有为以废除国界构想最大范围的政治包容；两者都扩展成员边界，但一个服务帝国国家，一个指向世界共同体。
ultimate-qh-lq-10-wangfu-people-sunyatsen-sovereignty,en,"Wang Fu grounds the state in people and subsistence, while Sun Yat-sen grounds sovereignty in popular rights. Both center the people in political legitimacy, one through livelihood and the other through institutional power."
ultimate-qh-lq-10-wangfu-people-sunyatsen-sovereignty,zh-CN,王符以民与生计说明国家所以成立，孙中山以民权论政治主权；两者都把人民置于国家正当性的中心，但前者重养民基础，后者重制度权能。
ultimate-qh-sq-01-zheng-ritual-ruanyuan-ren,en,"Zheng Xuan links complete ritual embodiment to becoming a person, while Ruan Yuan glosses ren through interpersonal pairing. Both use classical exegesis to connect personhood with relational practice; this is comparison only."
ultimate-qh-sq-01-zheng-ritual-ruanyuan-ren,zh-CN,郑玄以礼体之完备论成人，阮元从“相人偶”训仁；两者都借经学训释把人格与人际实践相连，此处仅作跨期概念比较。
ultimate-qh-sq-02-zheng-ritual-ligong-enactment,en,"Ritual embodiment constituting persons and Li Gong's learning-as-enactment both reject ethics as abstract understanding alone, emphasizing embodied institutional practice in forming character."
ultimate-qh-sq-02-zheng-ritual-ligong-enactment,zh-CN,礼体成人与李塨的学习即践履都拒绝把伦理知识停留在抽象理解，强调身体化制度实践对人格形成的作用。
ultimate-qh-sq-03-simatan-schools-zhang-history,en,"Sima Tan writes intellectual traditions through a classification of six schools, while Zhang Xuecheng reconstructs canonical knowledge through the thesis that the Six Classics are history. Both historicize organized knowledge."
ultimate-qh-sq-03-simatan-schools-zhang-history,zh-CN,司马谈以六家分类书写思想传统，章学诚以六经皆史重构经典知识；二者都把思想置入历史分类与制度实践中。
ultimate-qh-sq-04-simaqian-purpose-zhangshi-rightness,en,"Sima Qian evaluates death by the end toward which life is directed, while Zhang Shi insists righteousness not be motivated by profit. Both place the value of action beyond immediate calculation of advantage."
ultimate-qh-sq-04-simaqian-purpose-zhangshi-rightness,zh-CN,司马迁按生命所趋衡量死亡，张栻强调义不以利为动机；两者都要求行动价值超越直接利害计算。
ultimate-qh-sq-05-huantan-body-daizhen-root,en,"Huan Tan makes form the condition of spirit, while Dai Zhen treats blood, vital energy, and knowing mind as one root. Both reject a mind existing independently of embodied constitution."
ultimate-qh-sq-05-huantan-body-daizhen-root,zh-CN,桓谭以形体为精神所依，戴震以血气心知为一本；两者都拒绝心灵脱离身体气质而独立存在。
ultimate-qh-sq-06-yangxing-jiaoxun-practice,en,"Yang Xiong makes cultivation direct mixed nature toward good or evil, while Jiao Xun develops natural capacities through practice. Both oppose a fixed human nature by foregrounding formation."
ultimate-qh-sq-06-yangxing-jiaoxun-practice,zh-CN,扬雄以修习决定善恶混之性的走向，焦循以实践发展性之能力；两者都以养成过程反对固定化人性。
ultimate-qh-sq-07-wangchong-generation-shaoyong,en,"Spontaneous generation through the conjunction of qi and Shao Yong's correlative cosmology both explain order internally, though Wang Chong stresses natural generation and Shao Yong numerical-symbolic structure."
ultimate-qh-sq-07-wangchong-generation-shaoyong,zh-CN,天地合气自生与邵雍的对应数象宇宙都以内在关系解释世界秩序，不过王充偏向自然生成，邵雍偏向象数结构。
ultimate-qh-sq-08-liuan-dao-wangdaiyu-one,en,"The formless Dao encompassing heaven and earth and Wang Daiyu's Real One beyond form and number both ground visible order in a nonvisible source, within distinct Daoist and Islamic philosophical traditions."
ultimate-qh-sq-08-liuan-dao-wangdaiyu-one,zh-CN,包裹天地而禀授无形的道与王岱舆超越形数的真一都以无形根源说明有形秩序；两者属于道家宇宙论与伊斯兰哲学的不同传统。
ultimate-qh-sq-09-liuan-qi-yeshi-pairs,en,The differentiation of clear and turbid qi into heaven and earth and Ye Shi's realization of one through paired terms both explain order through difference rather than an undifferentiated One.
ultimate-qh-sq-09-liuan-qi-yeshi-pairs,zh-CN,清浊之气分化天地与叶适由两端落实一实，都从差异关系说明秩序形成，避免把“一”理解为抹平差别。
ultimate-qh-sq-10-wangfu-people-huangzongxi,en,"Wang Fu makes the people the basis on which a state exists, while Huang Zongxi makes the world primary and the ruler a guest. Both redirect political purpose from ruler to common life."
ultimate-qh-sq-10-wangfu-people-huangzongxi,zh-CN,王符以民为国之所以成立，黄宗羲以天下为主、君为客；两者都把政治秩序的目的由君主转向人民共同生活。
ultimate-rel-fangyizhi-gaopanlong-investigation-practice,en,"Fang Yizhi requires concrete investigation of things, while Gao Panlong requires knowledge to become embodied action; from object and subject sides both resist empty discourse."
ultimate-rel-fangyizhi-gaopanlong-investigation-practice,zh-CN,方以智要求对物故作实际考究，高攀龙要求认知落实为身体行动；二者从对象研究与主体实践两端反对空疏言说。
ultimate-rel-fangyizhi-zhuxi-investigating-things,en,"Zhu Xi requires cumulative inquiry into each thing, while Fang Yizhi concretely investigates causes, dispositions, regularities, and changes; the latter is more classificatory and empirical, but both oppose inquiry detached from things."
ultimate-rel-fangyizhi-zhuxi-investigating-things,zh-CN,朱熹要求逐事穷理并长期积累，方以智要求实考事物之故、性情和常变；后者更突出分类与经验查验，但两者都反对脱离事物的空谈。
ultimate-rel-fengguifen-luxun-selective-adoption,en,"Feng Guifen separates ethical foundations from adoptable techniques, while Lu Xun advocates taking possession and selecting what to use, store, or destroy; both reject isolation and indiscriminate acceptance, though their criteria differ."
ultimate-rel-fengguifen-luxun-selective-adoption,zh-CN,冯桂芬区分伦理根基与可采的富强之术，鲁迅主张主动占有并选择使用、存放或毁灭；两者都反对闭关与无辨别接受，但选择标准显著不同。
ultimate-rel-fengguifen-yanfu-national-strength,en,"Feng Guifen adopts foreign learning for wealth and strength, while Yan Fu decomposes strength into people's capacity, intelligence, and virtue; both address late-Qing reform, with Yan Fu centering popular capabilities more explicitly."
ultimate-rel-fengguifen-yanfu-national-strength,zh-CN,冯桂芬主张采西学以求富强，严复把强国目标分解为民力、民智、民德；两者同属晚清富强论，但严复更明确把改革主体落在民众能力。
ultimate-rel-gaopanlong-guxiancheng-donglin-praxis,en,"Gao Panlong unifies knowing and action through embodied conduct, while Gu Xiancheng connects doing good and academy learning to public affairs; the edge marks shared praxis without asserting a direction of transmission."
ultimate-rel-gaopanlong-guxiancheng-donglin-praxis,zh-CN,高攀龙以身体操履贯通知行，顾宪成以为善去恶和东林讲学连接修身与公共事务；本边呈现共同实践取向，不单独主张师承方向。
ultimate-rel-guxiancheng-tangzhen-public-critique,en,"Gu Xiancheng extends cultivation into public remonstrance, while Tang Zhen morally exposes imperial violence; both refuse to exempt political power from ethical criticism."
ultimate-rel-guxiancheng-tangzhen-public-critique,zh-CN,顾宪成把道德工夫推向公共谏诤，唐甄以道德语言揭露帝制暴力；二者都拒绝把政治权力置于公共伦理批评之外。
ultimate-rel-luoqinshun-wangtingxiang-principle-qi,en,"Luo Qinshun observes principle only in qi's turns, while Wang Tingxiang denies anything above primordial qi and separates neither void nor qi; both reject principle outside qi."
ultimate-rel-luoqinshun-wangtingxiang-principle-qi,zh-CN,罗钦顺认为理只能在气的转折中观察，王廷相认为元气之上无物、虚不离气；二者共同反对气外之理。
ultimate-rel-lusheng-wangtong-language-historiography,en,"Lu Sheng treats distinctions of names as standards of governance, while Wang Tong's school uses historical writing to discriminate royal and hegemonic rule; both direct scholarship toward public judgment."
ultimate-rel-lusheng-wangtong-language-historiography,zh-CN,鲁胜把名辨视为政化准绳，王通学派以史论分辨王霸与兴衰；两者都把学术分类用于公共政治判断。
ultimate-rel-lvcai-hushi-hypothesis-verification,en,"Lü Cai tests divination through provenance and counterexamples, while Hu Shi advocates bold hypotheses and careful verification; both submit claims to evidence without sharing the same epistemological framework."
ultimate-rel-lvcai-hushi-hypothesis-verification,zh-CN,吕才用出处审查和反例检验术数，胡适要求大胆假设而小心求证；二者都要求主张接受材料核验，但不等同其知识论背景。
ultimate-rel-lvcai-lusheng-critical-distinction,en,"Lü Cai separates reliable from unreliable claims through provenance and counterexamples, while Lu Sheng uses names to distinguish sameness, difference, right, and wrong; both make discrimination prior to judgment."
ultimate-rel-lvcai-lusheng-critical-distinction,zh-CN,吕才以出处和反例区别可靠与不可靠的主张，鲁胜以名辨区分同异是非；二者都把清楚区分作为判断的前提。
ultimate-rel-lvkun-luoqinshun-immanent-qi,en,"Lü Kun explains generation through form and qi, while Luo Qinshun locates principle in qi's pattern; neither places generative order outside immanent processes."
ultimate-rel-lvkun-luoqinshun-immanent-qi,zh-CN,吕坤从形气混分说明生成，罗钦顺把理定位为气的条理；两者都拒绝把生成秩序放在形气过程之外。
