id,source_statement_id,target_statement_id,polarity,subtype,basis,direction,historical_influence,review_status,reviewer,reviewed_at,evidence_source_ids
density-c-00610bfe343d51,liezi-ceaseless-generation-transformation,ma-yifu-six-arts-interconnected-hermeneutic-whole,positive,similarity,editorial,undirected,conceptual-only,reviewed,density-low-degree-agent-2026-07-17,2026-07-17,src-liezi-tianrui-ctext;src-mayifu-liuyilun-zhexueyanjiu
rel-laozi-reversal-natural,laozi-reversal-dao,laozi-model-naturalness,positive,agreement,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-laozi
rel-laozi-reversal-softness,laozi-reversal-dao,laozi-softness-overcomes,positive,agreement,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-laozi
rel-laozi-shangyang-wuwei-law,laozi-wuwei-transformation,shang-yang-law-trust-authority,negative,contrast,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-laozi;src-shangjunshu-xiuquan-ctext
rel-laozi-softness-zhuangzi-skill,laozi-softness-overcomes,zhuangzi-skill-cultivation,positive,expansion,historian,undirected,probable,reviewed,phase1-editorial,2026-07-14,ctext-laozi;ctext-zhuangzi
rel-laozi-sunzi-softness-strategy,laozi-softness-overcomes,sunzi-victory-before-battle,positive,similarity,editorial,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-laozi;src-sunzi-junxing-ctext
rel-laozi-wuwei-confucius-virtue,laozi-wuwei-transformation,confucius-rule-virtue,negative,contrast,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-analects;ctext-laozi
rel-laozi-wuwei-naturalness,laozi-wuwei-transformation,laozi-model-naturalness,positive,agreement,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-laozi
rel-laozi-xunzi-nature,laozi-model-naturalness,xunzi-heaven-constant,positive,similarity,editorial,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-13,ctext-laozi;ctext-xunzi
rel-laozi-zhuangzi-language,laozi-language-dao,zhuangzi-perspectives,positive,expansion,historian,undirected,probable,reviewed,phase1-editorial,2026-07-13,ctext-laozi;ctext-zhuangzi
rel-laozi-zhuangzi-naturalness,laozi-model-naturalness,zhuangzi-ten-thousand-one,positive,similarity,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-13,ctext-laozi;ctext-zhuangzi
rel-laozi-zhuangzi-reversal-qiwu,laozi-reversal-dao,zhuangzi-ten-thousand-one,positive,similarity,historian,undirected,probable,reviewed,phase1-editorial,2026-07-14,ctext-laozi;ctext-zhuangzi
rel-liao-chengyi-nature,li-ao-nature-obscured-by-emotions,cheng-yi-nature-is-principle,positive,expansion,historian,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,cheng-yi-yishu-xingli;src-liao-fuxingshu
rel-liao-zongmi-original-mind,li-ao-nature-obscured-by-emotions,zongmi-originally-aware-true-mind,positive,similarity,historian,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-liao-fuxingshu;src-zongmi-yuanrenlun-cbeta
rel-liezi-generation-guoxiang-self-transformation,liezi-ceaseless-generation-transformation,guo-xiang-things-self-generate,positive,similarity,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-guoxiang-zhuangzi-jishi-ctext;src-liezi-tianrui-ctext
rel-lisi-hanfei-statecraft-contrast,li-si-state-strength-through-inclusion,han-fei-two-handles,positive,expansion,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-hanfeizi-erbing-ctext;src-jianzhukeshu-ctext
rel-liuan-dao-qi-cosmogony,liu-an-dao-encompasses-cosmos,liu-an-qi-differentiates-cosmos,positive,expansion,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-huainanzi-tianwen-ctext;src-huainanzi-yuandao-ctext
rel-liuan-zhangzai-qi-cosmology,liu-an-qi-differentiates-cosmos,zhang-zai-great-void-qi,positive,similarity,historian,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-huainanzi-tianwen-ctext;zhang-zai-zhengmeng-taihe
rel-lubuwei-liuzongyuan-institutions-change,lu-buwei-law-must-change-with-times,liu-zongyuan-enfeoffment-product-of-circumstance,positive,similarity,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-liuzongyuan-fengjianlun;src-lvshi-chunqiu-chajin-ctext
rel-mazu-huangbo-one-mind,mazu-mind-is-buddha,huangbo-one-mind-no-external-buddha,positive,expansion,editorial,undirected,probable,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-huangbo-chuanxin-t48;src-mazu-jingde
rel-mencius-good-kingly,mencius-nature-good,mencius-kingly-way,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-mengzi
rel-mencius-hanyu-succession,mencius-moral-sprouts,han-yu-confucian-succession,positive,expansion,primary,undirected,explicit,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,ctext-mengzi;src-hanyu-yuandao
rel-mencius-mozi-yi-care,mencius-rightness-profit,mozi-inclusive-care,negative,refutation,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-mengzi;ctext-mozi
rel-mencius-people-virtue,mencius-people-priority,mencius-kingly-way,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-mengzi
rel-mencius-people-xunzi-ritual,mencius-people-priority,xunzi-ritual-order,positive,similarity,editorial,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-mengzi;ctext-xunzi
rel-mencius-qi-sprouts,mencius-flood-like-qi,mencius-moral-sprouts,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-mengzi
rel-mencius-rightness-kingly,mencius-rightness-profit,mencius-kingly-way,positive,agreement,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-mengzi
rel-mencius-sprouts-good,mencius-moral-sprouts,mencius-nature-good,positive,agreement,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-mengzi
rel-mencius-xunzi-moral-source,mencius-moral-sprouts,xunzi-ritual-order,negative,contrast,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-13,ctext-mengzi;ctext-xunzi
rel-mencius-xunzi-nature,mencius-nature-good,xunzi-nature-transformation,negative,contrast,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-13,ctext-mengzi;ctext-xunzi
rel-mencius-xunzi-rightness-profit,mencius-rightness-profit,xunzi-rightness-profit,positive,similarity,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-mengzi;ctext-xunzi
rel-mencius-zhuangzi-nature,mencius-nature-good,zhuangzi-no-fixed-self,negative,contrast,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-mengzi;ctext-zhuangzi
rel-mozi-care-mencius-people,mozi-inclusive-care,mencius-people-priority,negative,contrast,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-mengzi;ctext-mozi
rel-mozi-care-order,mozi-inclusive-care,mozi-care-order,positive,agreement,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-mozi
rel-mozi-care-order-frugality,mozi-care-order,mozi-frugality,positive,agreement,editorial,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-mozi
rel-mozi-confucius-appointment,mozi-merit-office,confucius-rule-virtue,positive,similarity,editorial,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-13,ctext-analects;ctext-mozi
rel-mozi-frugality-care,mozi-frugality,mozi-inclusive-care,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-mozi
rel-mozi-frugality-laozi-contentment,mozi-frugality,laozi-contentment,positive,similarity,editorial,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-laozi;ctext-mozi
rel-mozi-heaven-will-care,mozi-will-heaven,mozi-inclusive-care,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-mozi
rel-mozi-mencius-welfare,mozi-care-order,mencius-people-priority,positive,similarity,editorial,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-13,ctext-mengzi;ctext-mozi
rel-mozi-merit-care,mozi-merit-office,mozi-inclusive-care,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-mozi
rel-mozi-merit-xunzi-rectification,mozi-merit-office,xunzi-rectification-names,positive,similarity,editorial,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-mozi;ctext-xunzi
rel-mozi-offensive-care,mozi-condemn-offensive-war,mozi-inclusive-care,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-mozi
rel-mozi-offensive-war-strategy,mozi-condemn-offensive-war,sunzi-victory-before-battle,positive,similarity,editorial,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-mozi;src-sunzi-junxing-ctext
rel-mozi-will-heaven-confucius,mozi-will-heaven,confucius-rule-virtue,negative,contrast,editorial,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-analects;ctext-mozi
rel-peiwei-rebuts-wangbi-nonbeing,pei-wei-being-self-generates,wang-bi-being-rooted-in-nonbeing,negative,refutation,historian,undirected,probable,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-peiwei-chongyoulun;src-wangbi-daodejing-zhu-ctext
rel-ruanji-guoxiang-freedom,ruan-ji-great-person-beyond-ritual,guo-xiang-independence-through-dependence,positive,similarity,historian,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-guoxiang-zhuangzi-xiaoyaoyou;src-ruanji-daren
rel-sengzhao-emptiness-motion,sengzhao-emptiness-not-annihilation,sengzhao-motion-and-stillness-nondual,positive,expansion,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-sengzhao-wubuqian-cbeta;src-sengzhao-zhaolun-cbeta
rel-sengzhao-jizang-two-truths,sengzhao-emptiness-not-annihilation,jizang-two-truths-pedagogical,positive,expansion,historian,undirected,probable,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-jizang-erdi;src-sengzhao-zhaolun-cbeta
rel-shang-yang-han-fei,shang-yang-law-trust-authority,han-fei-two-handles,positive,expansion,historian,undirected,probable,reviewed,phase1-editorial,2026-07-14,src-hanfeizi-erbing-ctext;src-shangjunshu-xiuquan-ctext
rel-shendao-hanfei-impersonal-order,shen-dao-follow-necessity,han-fei-two-handles,positive,similarity,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-hanfeizi-erbing-ctext;src-zhuangzi-tianxia-ctext
rel-shennong-textual-image-guanzhong-livelihood,shennong-textual-image-empirical-benefit,guan-zhong-material-security-moral-order,positive,similarity,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-guanzi-mumin-ctext;src-huainanzi-xiuwu-ctext
rel-shenxiu-huineng-practice-contrast,shenxiu-concentrate-mind-quiet-thought,huineng-intrinsically-pure-self-nature,negative,contrast,historian,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-huineng-tanjing-cbeta;src-shenxiu-datongbei
rel-shun-textual-image-jikang-music,shun-textual-image-balanced-character-music-education,ji-kang-sound-without-emotion,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-jikang-shengwuailelun-ctext;src-shangshu-yushu-ctext
rel-simaqian-death-vs-jikang-longevity,sima-qian-death-value-by-purpose,ji-kang-nourishing-life-unifies-body-spirit,negative,contrast,historian,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-hanshu-simaqian-ctext;src-jikang-yangshenglun
rel-simatan-six-schools-liuan-synthesis,sima-tan-six-schools-shared-governance,liu-an-dao-encompasses-cosmos,positive,expansion,historian,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-huainanzi-yuandao-ctext;src-shiji-taishigongzixu-ctext
rel-sunbin-sunzi-preparation-before-war,sunzi-victory-before-battle,sun-bin-war-neither-delight-nor-profit,positive,similarity,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-sunbin-jianweiwang-ctext;src-sunzi-junxing-ctext
rel-wangbi-meaning-nonbeing-method,wang-bi-being-rooted-in-nonbeing,wang-bi-forget-words-grasp-meaning,positive,expansion,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-wangbi-daodejing-zhu-ctext;src-wangbi-zhouyi-lueli
rel-wangchong-ghosts-vs-heaven-warnings,wang-chong-dead-lack-awareness,dong-zhongshu-heaven-warns-ruler,negative,refutation,primary,undirected,explicit,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-hanshu-dongzhongshu-ctext;src-lunheng-lunshi-ctext;src-lunheng-qangao-ctext
rel-wangchong-liuzongyuan-naturalism,wang-chong-spontaneous-generation,liu-zongyuan-heaven-human-separate-functions,positive,similarity,historian,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-liuzongyuan-tianshuo;src-lunheng-ziran-ctext
rel-wangchong-spontaneity-ghost-skepticism,wang-chong-spontaneous-generation,wang-chong-dead-lack-awareness,positive,expansion,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-lunheng-lunshi-ctext;src-lunheng-ziran-ctext
rel-wangfu-liuzongyuan-human-governance,wang-fu-people-ground-state,liu-zongyuan-enfeoffment-product-of-circumstance,positive,expansion,historian,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-liuzongyuan-fengjianlun;src-wangfu-qianfulun
rel-xiangxiu-jikang-desire-debate,xiang-xiu-desire-natural-but-ritually-regulated,ji-kang-nourishing-life-unifies-body-spirit,negative,refutation,primary,undirected,explicit,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-jikang-yangshenglun;src-xiangxiu-nanyangsheng
rel-xuanzang-kuiji-consciousness-only,xuanzang-color-not-apart-consciousness,kuiji-consciousness-only-not-nihilism,positive,expansion,primary,undirected,explicit,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-kuiji-chengweishi-shuji;src-xuanzang-zhenweishiliang
rel-xunzi-gaozi-nature,xunzi-nature-transformation,gaozi-life-is-nature,positive,similarity,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-xunzi;src-mengzi-gaozi-i-ctext
rel-xunzi-hanfei-nature-law,xunzi-nature-transformation,shang-yang-law-trust-authority,positive,expansion,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-xunzi;src-shangjunshu-xiuquan-ctext
rel-xunzi-hanfei-rectification,xunzi-rectification-names,shen-buhai-technique-name-performance,positive,expansion,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-xunzi;src-hanfeizi-dingfa-ctext
rel-xunzi-heaven-learning,xunzi-heaven-constant,xunzi-encouragement-learning,positive,expansion,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-xunzi
rel-xunzi-heaven-ritual,xunzi-heaven-constant,xunzi-ritual-order,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-xunzi
rel-xunzi-learning-nature,xunzi-encouragement-learning,xunzi-nature-transformation,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-xunzi
rel-xunzi-mozi-ritual-frugality,xunzi-ritual-order,mozi-frugality,negative,refutation,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-mozi;ctext-xunzi
rel-xunzi-nature-ritual,xunzi-nature-transformation,xunzi-ritual-order,positive,agreement,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-xunzi
rel-xunzi-rectification-order,xunzi-rectification-names,xunzi-ritual-order,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-xunzi
rel-xunzi-yi-li-learning,xunzi-rightness-profit,xunzi-encouragement-learning,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-xunzi
rel-xuxing-mencius-division-labor-debate,xu-xing-ruler-shares-labor,mencius-people-priority,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,ctext-mengzi;src-mengzi-tengwengong-i-ctext
rel-yangxiong-mixed-nature-xunzi,xunzi-nature-transformation,yang-xiong-nature-mixed-cultivation,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,ctext-xunzi;src-yangzi-fayan-xiushen-ctext
rel-yangzhu-mencius-ethical-polemic,yang-zhu-for-self-no-hair-for-world,mencius-moral-sprouts,negative,refutation,editorial,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,ctext-mengzi;src-mengzi-jinxin-i-yangzhu-ctext
rel-yanhui-confucius-learning-ritual,confucius-ren-ritual,yan-hui-learning-culture-ritual,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,ctext-analects;src-analects-zihan-ctext
rel-yao-textual-image-hanyu-genealogy,yao-textual-image-virtue-expands-to-all-under-heaven,han-yu-confucian-succession,positive,expansion,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-hanyu-yuandao;src-shangshu-yushu-ctext
rel-yu-textual-image-wangfu-people,yu-textual-image-good-government-nourishes-people,wang-fu-people-ground-state,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-shangshu-yushu-ctext;src-wangfu-qianfulun
rel-zengzi-confucius-reciprocity,confucius-reciprocity,zengzi-confucian-way-zhong-shu,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,ctext-analects;src-analects-liren-ctext
rel-zhengxuan-confucius-ritual-formation,confucius-ren-ritual,zheng-xuan-ritual-constitutes-person,positive,expansion,historian,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,ctext-analects;src-zhengxuan-liji-liji
rel-zhidun-guoxiang-freedom-contrast,zhi-dun-freedom-not-mere-satisfaction,guo-xiang-independence-through-dependence,negative,contrast,primary,undirected,probable,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-guoxiang-zhuangzi-xiaoyaoyou;src-zhidun-xiaoyaolun-fragment
rel-zhiyi-fazang-interpenetration,zhiyi-three-thousand-in-one-thought,fazang-one-is-all-nonobstruction,positive,similarity,historian,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-fazang-huayan-yicheng;src-zhiyi-mohezhiguan-cbeta
rel-zhuangzi-gongsun-long,zhuangzi-ten-thousand-one,gongsun-long-white-horse-not-horse,negative,refutation,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-zhuangzi;src-gongsunlongzi-baimajun-ctext
rel-zhuangzi-life-death-oneness,zhuangzi-life-death,zhuangzi-ten-thousand-one,positive,agreement,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-zhuangzi
rel-zhuangzi-oneness-perspectives,zhuangzi-ten-thousand-one,zhuangzi-perspectives,positive,agreement,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-zhuangzi
rel-zhuangzi-perspectives-wandering,zhuangzi-perspectives,zhuangzi-free-easy-wandering,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-zhuangzi
rel-zhuangzi-shen-dao-technical,zhuangzi-skill-cultivation,shen-buhai-technique-name-performance,negative,contrast,historian,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-zhuangzi;src-hanfeizi-dingfa-ctext
rel-zhuangzi-skill-self,zhuangzi-skill-cultivation,zhuangzi-no-fixed-self,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-zhuangzi
rel-zhuangzi-skill-zhuangzi-life-death,zhuangzi-skill-cultivation,zhuangzi-life-death,positive,agreement,editorial,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-zhuangzi
rel-zhuangzi-wandering-mencius-qi,zhuangzi-free-easy-wandering,mencius-flood-like-qi,negative,contrast,editorial,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-mengzi;ctext-zhuangzi
rel-zhuangzi-wandering-qiwu,zhuangzi-free-easy-wandering,zhuangzi-ten-thousand-one,positive,agreement,editorial,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-14,ctext-zhuangzi
rel-zhuangzi-wandering-self,zhuangzi-free-easy-wandering,zhuangzi-no-fixed-self,positive,expansion,editorial,undirected,conceptual-only,reviewed,independent-relation-audit,2026-07-17,ctext-zhuangzi
rel-zhuangzi-xunzi-heaven,zhuangzi-ten-thousand-one,xunzi-heaven-constant,negative,contrast,editorial,undirected,conceptual-only,reviewed,phase1-editorial,2026-07-13,ctext-xunzi;ctext-zhuangzi
rel-zisi-sincerity-liao-recovery-nature,zisi-sincerity-heaven-human-way,li-ao-nature-obscured-by-emotions,positive,similarity,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-liao-fuxingshu;src-liji-zhongyong-ctext
rel-zongmi-chan-huayan-synthesis,zongmi-sudden-awakening-gradual-cultivation,zongmi-originally-aware-true-mind,positive,expansion,primary,undirected,conceptual-only,reviewed,codex-han-tang-expansion-2026-07-17,2026-07-17,src-zongmi-chanyuanxuqian-cbeta;src-zongmi-yuanrenlun-cbeta
rel-zouyan-confucius-order,zou-yan-five-virtues-historical-succession,confucius-rule-virtue,positive,similarity,historian,undirected,probable,reviewed,phase1-editorial,2026-07-14,ctext-analects;src-shiji-mengzi-xunqing-ctext
sq-cl-wf-concrete-way,chen-liang-dao-within-things-affairs,wang-fuzhi-dao-in-concrete-things,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,chen-liang-jingshu-fati;wang-fuzhi-zhouyi-waizhuan-5;zhang-xuecheng-yuan-dao
sq-cross-confucius-zhang-zai-care,confucius-reciprocity,zhang-zai-cosmic-kinship,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,ctext-analects;zhang-zai-ximing
sq-cross-gu-hushi-method,gu-yanwu-classics-ground-principle-learning,hu-shi-problems-before-isms,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,gu-yanwu-yu-qiushu;wikisource-hushi-problems-isms
sq-cross-hanyu-chenghao-ren,han-yu-ren-yi-dao-de,cheng-hao-ren-one-body,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,cheng-hao-shiren;src-hanyu-yuandao
sq-cross-huang-kang-public-world,huang-zongxi-law-public-not-dynastic,kang-youwei-great-unity-abolish-national-boundaries,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,huang-zongxi-yuanfa;src-kang-datongshu-yibu-wikisource
sq-cross-mencius-yangming-moral-knowing,mencius-moral-sprouts,wang-yangming-liangzhi-present-knowing,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,ctext-mengzi;wang-yangming-chuanxilu-liangzhi
sq-cross-mozi-zhang-zai-universal-care,mozi-inclusive-care,zhang-zai-cosmic-kinship,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,ctext-mozi;zhang-zai-ximing
sq-cross-wanggen-liang-public-agency,wang-gen-self-respect-foundation-governance,liang-qichao-renew-the-people,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,wang-gen-yulu-anshen;wikisource-xinminshuo
sq-cross-xunzi-dai-desire-order,xunzi-ritual-order,dai-zhen-li-fulfillment-feeling,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,ctext-xunzi;dai-zhen-mengzi-ziyi-li
sq-cross-zhuangzi-chenghao-one-body,zhuangzi-ten-thousand-one,cheng-hao-ren-one-body,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,cheng-hao-shiren;ctext-zhuangzi
sq-cy-dz-desire-contrast,cheng-yi-nature-is-principle,dai-zhen-blood-qi-and-mind-one-root,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,cheng-yi-yishu-xingli;dai-zhen-mengzi-ziyi-yu
sq-cy-lz-nature-desire,cheng-yi-nature-is-principle,li-zhi-daily-needs-human-relations,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,cheng-yi-yishu-xingli;li-zhi-dafen-shu-dayong
sq-cy-zx-nature-investigation,cheng-yi-nature-is-principle,zhu-xi-investigate-things-cumulative,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,cheng-yi-yishu-xingli;zhu-xi-daxue-gewu
sq-density-huhong-chengyi-nature,hu-hong-nature-beyond-good-evil,cheng-yi-nature-is-principle,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,cheng-yi-yishu-xingli;hu-hong-zhiyan
sq-density-huhong-wangji-beyond-good-evil,hu-hong-nature-beyond-good-evil,wang-ji-four-nothings,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,hu-hong-zhiyan;wang-ji-tianquanzhengdao
sq-density-jiaoxun-mencius-capacity,mencius-nature-good,jiao-xun-nature-capacity-through-practice,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,ctext-mengzi;jiao-xun-mengzi-zhengyi
sq-density-jiaoxun-xunzi-learning,xunzi-nature-transformation,jiao-xun-nature-capacity-through-practice,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,ctext-xunzi;jiao-xun-mengzi-zhengyi
sq-density-liuzhi-zhangzai-creator-qi,liu-zhi-real-one-and-numerical-one,zhang-zai-great-void-qi,negative,contrast,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,liu-zhi-tianfang;zhang-zai-zhengmeng-taihe
sq-density-luo-mencius-sprouts,mencius-moral-sprouts,luo-rufang-filial-affection-original-mind,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,ctext-mengzi;luo-rufang-xutan
sq-density-luo-wanggen-daily-mind,luo-rufang-filial-affection-original-mind,wang-gen-way-in-common-daily-life,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,luo-rufang-xutan;wang-gen-xinzhai
sq-density-lv-wangyinglin-evidence,lv-zuqian-historical-situated-understanding,wang-yinglin-learning-requires-broad-evidence,positive,expansion,editorial,undirected,conceptual-only,reviewed,codex-song-qing-primary-and-comparative-pass,2026-07-17,lv-zuqian-lize;wang-yinglin-kunxue
