relation_id,source_claim_id,target_claim_id,polarity,subtype,basis,direction,historical_influence,evidence_review_status,relation_review_status,publish_status,reviewer,reviewed_at
rel-lubuwei-liuzongyuan-institutions-change,lu-buwei-law-must-change-with-times,liu-zongyuan-enfeoffment-product-of-circumstance,positive,historical-institutional-similarity,primary-text-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-mazu-huangbo-one-mind,mazu-mind-is-buddha,huangbo-one-mind-no-external-buddha,positive,school-development,chan-lineage-tradition,directed,probable,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-mencius-good-kingly,mencius-nature-good,mencius-kingly-way,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-mencius-hanyu-succession,mencius-moral-sprouts,han-yu-confucian-succession,positive,claimed-lineage,primary-explicit-genealogy,directed,explicit,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-mencius-mozi-yi-care,mencius-rightness-profit,mozi-inclusive-care,negative,refutation,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-mencius-people-virtue,mencius-people-priority,mencius-kingly-way,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-mencius-people-xunzi-ritual,mencius-people-priority,xunzi-ritual-order,positive,similarity,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-mencius-qi-sprouts,mencius-flood-like-qi,mencius-moral-sprouts,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-mencius-rightness-kingly,mencius-rightness-profit,mencius-kingly-way,positive,agreement,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-mencius-sprouts-good,mencius-moral-sprouts,mencius-nature-good,positive,agreement,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-mencius-xunzi-moral-source,mencius-moral-sprouts,xunzi-ritual-order,negative,contrast,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-13
rel-mencius-xunzi-nature,mencius-nature-good,xunzi-nature-transformation,negative,contrast,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-13
rel-mencius-xunzi-rightness-profit,mencius-rightness-profit,xunzi-rightness-profit,positive,similarity,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-mencius-zhuangzi-nature,mencius-nature-good,zhuangzi-no-fixed-self,negative,contrast,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-mozi-care-mencius-people,mozi-inclusive-care,mencius-people-priority,negative,contrast,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-mozi-care-order,mozi-inclusive-care,mozi-care-order,positive,agreement,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-mozi-care-order-frugality,mozi-care-order,mozi-frugality,positive,agreement,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-mozi-confucius-appointment,mozi-merit-office,confucius-rule-virtue,positive,similarity,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-13
rel-mozi-frugality-care,mozi-frugality,mozi-inclusive-care,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-mozi-frugality-laozi-contentment,mozi-frugality,laozi-contentment,positive,similarity,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-mozi-heaven-will-care,mozi-will-heaven,mozi-inclusive-care,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-mozi-mencius-welfare,mozi-care-order,mencius-people-priority,positive,similarity,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-13
rel-mozi-merit-care,mozi-merit-office,mozi-inclusive-care,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-mozi-merit-xunzi-rectification,mozi-merit-office,xunzi-rectification-names,positive,similarity,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-mozi-offensive-care,mozi-condemn-offensive-war,mozi-inclusive-care,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-mozi-offensive-war-strategy,mozi-condemn-offensive-war,sunzi-victory-before-battle,positive,similarity,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-mozi-will-heaven-confucius,mozi-will-heaven,confucius-rule-virtue,negative,contrast,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-peiwei-rebuts-wangbi-nonbeing,pei-wei-being-self-generates,wang-bi-being-rooted-in-nonbeing,negative,rebuttal,historical-doctrinal-polemic,directed,probable,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-ruanji-guoxiang-freedom,ruan-ji-great-person-beyond-ritual,guo-xiang-independence-through-dependence,positive,contrastive-similarity,historian-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-sengzhao-emptiness-motion,sengzhao-emptiness-not-annihilation,sengzhao-motion-and-stillness-nondual,positive,extension,same-author-primary-text,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-sengzhao-jizang-two-truths,sengzhao-emptiness-not-annihilation,jizang-two-truths-pedagogical,positive,development,historian-comparison,directed,probable,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-shang-yang-han-fei,shang-yang-law-trust-authority,han-fei-two-handles,positive,expansion,historian,undirected,probable,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-shendao-hanfei-impersonal-order,shen-dao-follow-necessity,han-fei-two-handles,positive,impersonal-governance-similarity,early-report-and-legalist-text-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-shennong-textual-image-guanzhong-livelihood,shennong-textual-image-empirical-benefit,guan-zhong-material-security-moral-order,positive,livelihood-similarity,later-legend-and-school-text-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-shenxiu-huineng-practice-contrast,shenxiu-concentrate-mind-quiet-thought,huineng-intrinsically-pure-self-nature,negative,contrast,historian-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-shun-textual-image-jikang-music,shun-textual-image-balanced-character-music-education,ji-kang-sound-without-emotion,negative,music-function-contrast,received-classic-and-philosophical-essay-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-simaqian-death-vs-jikang-longevity,sima-qian-death-value-by-purpose,ji-kang-nourishing-life-unifies-body-spirit,negative,ethical-contrast,historian-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-simatan-six-schools-liuan-synthesis,sima-tan-six-schools-shared-governance,liu-an-dao-encompasses-cosmos,positive,han-synthesis,historian-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-sunbin-sunzi-preparation-before-war,sunzi-victory-before-battle,sun-bin-war-neither-delight-nor-profit,positive,strategic-similarity,early-military-text-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-wangbi-meaning-nonbeing-method,wang-bi-being-rooted-in-nonbeing,wang-bi-forget-words-grasp-meaning,positive,methodological-extension,same-author-primary-text,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-wangchong-ghosts-vs-heaven-warnings,wang-chong-dead-lack-awareness,dong-zhongshu-heaven-warns-ruler,negative,rebuttal,primary-explicit-polemic,directed,explicit,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-wangchong-liuzongyuan-naturalism,wang-chong-spontaneous-generation,liu-zongyuan-heaven-human-separate-functions,positive,cross-period-similarity,historian-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-wangchong-spontaneity-ghost-skepticism,wang-chong-spontaneous-generation,wang-chong-dead-lack-awareness,positive,extension,same-author-primary-text,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-wangfu-liuzongyuan-human-governance,wang-fu-people-ground-state,liu-zongyuan-enfeoffment-product-of-circumstance,positive,political-naturalism,historian-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-xiangxiu-jikang-desire-debate,xiang-xiu-desire-natural-but-ritually-regulated,ji-kang-nourishing-life-unifies-body-spirit,negative,qualified-rebuttal,primary-explicit-debate,directed,explicit,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-xuanzang-kuiji-consciousness-only,xuanzang-color-not-apart-consciousness,kuiji-consciousness-only-not-nihilism,positive,disciple-clarification,recorded-disciple-commentary,directed,explicit,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-xunzi-gaozi-nature,xunzi-nature-transformation,gaozi-life-is-nature,positive,similarity,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-xunzi-hanfei-nature-law,xunzi-nature-transformation,shang-yang-law-trust-authority,positive,expansion,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-xunzi-hanfei-rectification,xunzi-rectification-names,shen-buhai-technique-name-performance,positive,expansion,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-xunzi-heaven-learning,xunzi-heaven-constant,xunzi-encouragement-learning,positive,expansion,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-xunzi-heaven-ritual,xunzi-heaven-constant,xunzi-ritual-order,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-xunzi-learning-nature,xunzi-encouragement-learning,xunzi-nature-transformation,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-xunzi-mozi-ritual-frugality,xunzi-ritual-order,mozi-frugality,negative,refutation,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-xunzi-nature-ritual,xunzi-nature-transformation,xunzi-ritual-order,positive,agreement,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-xunzi-rectification-order,xunzi-rectification-names,xunzi-ritual-order,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-xunzi-yi-li-learning,xunzi-rightness-profit,xunzi-encouragement-learning,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-xuxing-mencius-division-labor-debate,xu-xing-ruler-shares-labor,mencius-people-priority,negative,reported-debate,opponent-report-in-mengzi,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-yangxiong-mixed-nature-xunzi,xunzi-nature-transformation,yang-xiong-nature-mixed-cultivation,negative,qualification,cross-period-doctrinal-comparison,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-yangzhu-mencius-ethical-polemic,yang-zhu-for-self-no-hair-for-world,mencius-moral-sprouts,negative,reported-polemic,opponent-report-in-mengzi,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-yanhui-confucius-learning-ritual,confucius-ren-ritual,yan-hui-learning-culture-ritual,positive,disciple-reported-teaching,analects-reported-speech,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-yao-textual-image-hanyu-genealogy,yao-textual-image-virtue-expands-to-all-under-heaven,han-yu-confucian-succession,positive,later-genealogical-reuse,received-classic-and-tang-genealogy,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-yu-textual-image-wangfu-people,yu-textual-image-good-government-nourishes-people,wang-fu-people-ground-state,positive,people-centered-governance,received-classic-and-han-essay-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-zengzi-confucius-reciprocity,confucius-reciprocity,zengzi-confucian-way-zhong-shu,positive,disciple-interpretation,analects-reported-speech,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-zhengxuan-confucius-ritual-formation,confucius-ren-ritual,zheng-xuan-ritual-constitutes-person,positive,commentarial-development,historian-comparison,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-zhidun-guoxiang-freedom-contrast,zhi-dun-freedom-not-mere-satisfaction,guo-xiang-independence-through-dependence,negative,interpretive-contrast,historical-zhuangzi-commentary-debate,undirected,probable,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-zhiyi-fazang-interpenetration,zhiyi-three-thousand-in-one-thought,fazang-one-is-all-nonobstruction,positive,structural-similarity,historian-comparison,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-zhuangzi-gongsun-long,zhuangzi-ten-thousand-one,gongsun-long-white-horse-not-horse,negative,refutation,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-zhuangzi-life-death-oneness,zhuangzi-life-death,zhuangzi-ten-thousand-one,positive,agreement,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-zhuangzi-oneness-perspectives,zhuangzi-ten-thousand-one,zhuangzi-perspectives,positive,agreement,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-zhuangzi-perspectives-wandering,zhuangzi-perspectives,zhuangzi-free-easy-wandering,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-zhuangzi-shen-dao-technical,zhuangzi-skill-cultivation,shen-buhai-technique-name-performance,negative,contrast,historian,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-zhuangzi-skill-self,zhuangzi-skill-cultivation,zhuangzi-no-fixed-self,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-zhuangzi-skill-zhuangzi-life-death,zhuangzi-skill-cultivation,zhuangzi-life-death,positive,agreement,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-zhuangzi-wandering-mencius-qi,zhuangzi-free-easy-wandering,mencius-flood-like-qi,negative,contrast,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-zhuangzi-wandering-qiwu,zhuangzi-free-easy-wandering,zhuangzi-ten-thousand-one,positive,agreement,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
rel-zhuangzi-wandering-self,zhuangzi-free-easy-wandering,zhuangzi-no-fixed-self,positive,expansion,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,independent-relation-audit,2026-07-17
rel-zhuangzi-xunzi-heaven,zhuangzi-ten-thousand-one,xunzi-heaven-constant,negative,contrast,editorial,undirected,conceptual-only,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-13
rel-zisi-sincerity-liao-recovery-nature,zisi-sincerity-heaven-human-way,li-ao-nature-obscured-by-emotions,positive,confucian-cultivation-similarity,traditional-attribution-and-tang-text-comparison,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-zongmi-chan-huayan-synthesis,zongmi-sudden-awakening-gradual-cultivation,zongmi-originally-aware-true-mind,positive,systematic-integration,same-author-primary-text,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-han-tang-expansion-2026-07-17,2026-07-17
rel-zouyan-confucius-order,zou-yan-five-virtues-historical-succession,confucius-rule-virtue,positive,similarity,historian,undirected,probable,source-ids-recorded,reviewed,published,phase1-editorial,2026-07-14
sq-cl-wf-concrete-way,chen-liang-dao-within-things-affairs,wang-fuzhi-dao-in-concrete-things,positive,immanent-way-convergence,dao-within-affairs-and-things,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-cross-confucius-zhang-zai-care,confucius-reciprocity,zhang-zai-cosmic-kinship,positive,scope-extension,other-regarding-ethics,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-cross-gu-hushi-method,gu-yanwu-classics-ground-principle-learning,hu-shi-problems-before-isms,positive,methodological-convergence,evidence-and-concrete-problems-over-abstraction,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-cross-hanyu-chenghao-ren,han-yu-ren-yi-dao-de,cheng-hao-ren-one-body,positive,ren-concept-development,ren-as-expanded-care,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-cross-huang-kang-public-world,huang-zongxi-law-public-not-dynastic,kang-youwei-great-unity-abolish-national-boundaries,positive,political-horizon-extension,public-order-beyond-dynastic-private-interest,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-cross-mencius-yangming-moral-knowing,mencius-moral-sprouts,wang-yangming-liangzhi-present-knowing,positive,conceptual-development,immanent-moral-awareness,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-cross-mozi-zhang-zai-universal-care,mozi-inclusive-care,zhang-zai-cosmic-kinship,positive,ethical-convergence-with-difference,widened-moral-community,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-cross-wanggen-liang-public-agency,wang-gen-self-respect-foundation-governance,liang-qichao-renew-the-people,positive,political-subject-convergence,self-cultivation-as-public-agency,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-cross-xunzi-dai-desire-order,xunzi-ritual-order,dai-zhen-li-fulfillment-feeling,positive,ethical-convergence,ordering-not-eradicating-desire,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-cross-zhuangzi-chenghao-one-body,zhuangzi-ten-thousand-one,cheng-hao-ren-one-body,positive,metaphysical-convergence-with-ethical-difference,self-world-non-separation,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-cy-dz-desire-contrast,cheng-yi-nature-is-principle,dai-zhen-blood-qi-and-mind-one-root,negative,human-nature-contrast,separate-normative-principle-versus-embodied-one-root,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-cy-lz-nature-desire,cheng-yi-nature-is-principle,li-zhi-daily-needs-human-relations,negative,normative-anthropology-contrast,pure-principle-versus-ordinary-needs,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-cy-zx-nature-investigation,cheng-yi-nature-is-principle,zhu-xi-investigate-things-cumulative,positive,systematic-development,principle-as-object-of-cultivation,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-huhong-chengyi-nature,hu-hong-nature-beyond-good-evil,cheng-yi-nature-is-principle,negative,nature-theory-contrast,nature-beyond-good-versus-nature-normatively-good,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-huhong-wangji-beyond-good-evil,hu-hong-nature-beyond-good-evil,wang-ji-four-nothings,positive,trans-categorical-nature-convergence,ground-beyond-fixed-good-evil,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-jiaoxun-mencius-capacity,mencius-nature-good,jiao-xun-nature-capacity-through-practice,positive,mencian-interpretive-development,goodness-as-developable-capacity,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-jiaoxun-xunzi-learning,xunzi-nature-transformation,jiao-xun-nature-capacity-through-practice,positive,learning-emphasis-convergence,moral-capacity-requires-cultivation,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-liuzhi-zhangzai-creator-qi,liu-zhi-real-one-and-numerical-one,zhang-zai-great-void-qi,negative,cosmological-contrast,creator-created-distinction-versus-immanent-qi,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-luo-mencius-sprouts,mencius-moral-sprouts,luo-rufang-filial-affection-original-mind,positive,moral-sprout-development,immediate-affective-beginnings,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-luo-wanggen-daily-mind,luo-rufang-filial-affection-original-mind,wang-gen-way-in-common-daily-life,positive,taizhou-daily-ethics-convergence,moral-way-in-ordinary-affection,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-lv-wangyinglin-evidence,lv-zuqian-historical-situated-understanding,wang-yinglin-learning-requires-broad-evidence,positive,historical-method-complement,situated-reading-and-multiple-evidence,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-lv-zhangxuecheng-history,lv-zuqian-historical-situated-understanding,zhang-xuecheng-six-classics-are-history,positive,historical-hermeneutic-convergence,meaning-through-historical-situation,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-mazhu-confucius-practice,confucius-ren-ritual,ma-zhu-divine-unity-obedience,positive,belief-practice-structural-convergence,normative-ground-realized-in-practice,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-mazhu-liuzhi-faith-metaphysics,ma-zhu-divine-unity-obedience,liu-zhi-real-one-and-numerical-one,positive,sino-islamic-systematic-complement,divine-unity-belief-and-cosmology,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-qian-liuzongzhou-cultivation,qian-dehong-no-good-evil-and-cultivation,liu-zongzhou-vigilance-in-solitude,positive,moral-cultivation-convergence,attention-to-concrete-intentions,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-qian-wangji-four-sentences,qian-dehong-no-good-evil-and-cultivation,wang-ji-four-nothings,negative,cultivation-interpretation-contrast,empirical-good-evil-versus-four-nothings,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-shao-wangfuzhi-change,shao-yong-cosmos-correlative-pairs,wang-fuzhi-constant-principle-daily-renewal,positive,process-cosmology-convergence,order-through-polar-change,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-shao-zhou-correlation,shao-yong-cosmos-correlative-pairs,zhou-dunyi-taiji-yinyang-generation,positive,correlative-cosmology-convergence,movement-stillness-yinyang-generation,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-sushi-yanyuan-practice,su-shi-knowledge-requires-practice,yan-yuan-learning-through-active-practice,positive,practical-knowledge-convergence,knowledge-requires-enactment,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-sushi-zhuangzi-skill,su-shi-knowledge-requires-practice,zhuangzi-skill-cultivation,positive,embodied-knowledge-convergence,skill-beyond-verbal-description,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-wangdaiyu-liuzhi-one,wang-daiyu-true-one-transcends-form,liu-zhi-real-one-and-numerical-one,positive,sino-islamic-metaphysics-convergence,transcendent-real-one-and-created-order,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-wangyinglin-gu-evidential,wang-yinglin-learning-requires-broad-evidence,gu-yanwu-classics-ground-principle-learning,positive,evidential-method-convergence,multiple-textual-evidence,directed,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-wucheng-lujiuyuan-mind,wu-cheng-dao-within-mind,lu-jiuyuan-mind-universe,positive,mind-way-convergence,way-not-external-to-mind,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-wucheng-zhuxi-method,wu-cheng-dao-within-mind,zhu-xi-investigate-things-cumulative,negative,epistemic-emphasis-contrast,mind-immanence-versus-cumulative-object-inquiry,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-wuyubi-wangyangming-action,wu-yubi-learning-in-minute-affairs,wang-yangming-unity-knowledge-action,positive,practice-convergence,learning-in-concrete-action,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-wuyubi-yanyuan-practice,wu-yubi-learning-in-minute-affairs,yan-yuan-learning-through-active-practice,positive,practical-learning-convergence,hands-on-learning,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-xuheng-chengyi-reverence,cheng-yi-reverence-investigation,xu-heng-reverence-and-investigation,positive,cultivation-method-convergence,reverence-and-investigation,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
sq-density-xuheng-zhuxi-investigation,xu-heng-reverence-and-investigation,zhu-xi-investigate-things-cumulative,positive,epistemic-method-convergence,investigation-of-principle,undirected,conceptual-only,located-evidence-reviewed,reviewed,published,codex-song-qing-primary-and-comparative-pass,2026-07-17
