review_id,entity_type,entity_id,review_dimension,decision,reviewer,reviewed_at,note,previous_revision,new_revision
batch-ultimate-qh-lq-05-huantan-body-zhangjunmai-free,relation,ultimate-qh-lq-05-huantan-body-zhangjunmai-free,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-qh-lq-06-yangxing-cultivation-yanfu-capacity,relation,ultimate-qh-lq-06-yangxing-cultivation-yanfu-capacity,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-qh-lq-07-wangchong-generation-fengyoulan-real,relation,ultimate-qh-lq-07-wangchong-generation-fengyoulan-real,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-qh-lq-08-liuan-dao-xiong-reality,relation,ultimate-qh-lq-08-liuan-dao-xiong-reality,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-qh-lq-09-lisi-inclusion-kang-boundaries,relation,ultimate-qh-lq-09-lisi-inclusion-kang-boundaries,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-qh-lq-10-wangfu-people-sunyatsen-sovereignty,relation,ultimate-qh-lq-10-wangfu-people-sunyatsen-sovereignty,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-qh-sq-01-zheng-ritual-ruanyuan-ren,relation,ultimate-qh-sq-01-zheng-ritual-ruanyuan-ren,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-qh-sq-02-zheng-ritual-ligong-enactment,relation,ultimate-qh-sq-02-zheng-ritual-ligong-enactment,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-qh-sq-03-simatan-schools-zhang-history,relation,ultimate-qh-sq-03-simatan-schools-zhang-history,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-qh-sq-04-simaqian-purpose-zhangshi-rightness,relation,ultimate-qh-sq-04-simaqian-purpose-zhangshi-rightness,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-qh-sq-05-huantan-body-daizhen-root,relation,ultimate-qh-sq-05-huantan-body-daizhen-root,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-qh-sq-06-yangxing-jiaoxun-practice,relation,ultimate-qh-sq-06-yangxing-jiaoxun-practice,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-qh-sq-07-wangchong-generation-shaoyong,relation,ultimate-qh-sq-07-wangchong-generation-shaoyong,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-qh-sq-08-liuan-dao-wangdaiyu-one,relation,ultimate-qh-sq-08-liuan-dao-wangdaiyu-one,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-qh-sq-09-liuan-qi-yeshi-pairs,relation,ultimate-qh-sq-09-liuan-qi-yeshi-pairs,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-qh-sq-10-wangfu-people-huangzongxi,relation,ultimate-qh-sq-10-wangfu-people-huangzongxi,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-fangyizhi-gaopanlong-investigation-practice,relation,ultimate-rel-fangyizhi-gaopanlong-investigation-practice,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-fangyizhi-zhuxi-investigating-things,relation,ultimate-rel-fangyizhi-zhuxi-investigating-things,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-fengguifen-luxun-selective-adoption,relation,ultimate-rel-fengguifen-luxun-selective-adoption,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-fengguifen-yanfu-national-strength,relation,ultimate-rel-fengguifen-yanfu-national-strength,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-gaopanlong-guxiancheng-donglin-praxis,relation,ultimate-rel-gaopanlong-guxiancheng-donglin-praxis,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-guxiancheng-tangzhen-public-critique,relation,ultimate-rel-guxiancheng-tangzhen-public-critique,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-luoqinshun-wangtingxiang-principle-qi,relation,ultimate-rel-luoqinshun-wangtingxiang-principle-qi,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-lusheng-wangtong-language-historiography,relation,ultimate-rel-lusheng-wangtong-language-historiography,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-lvcai-hushi-hypothesis-verification,relation,ultimate-rel-lvcai-hushi-hypothesis-verification,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-lvcai-lusheng-critical-distinction,relation,ultimate-rel-lvcai-lusheng-critical-distinction,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-lvkun-luoqinshun-immanent-qi,relation,ultimate-rel-lvkun-luoqinshun-immanent-qi,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-tangzhen-fengguifen-institutional-reform,relation,ultimate-rel-tangzhen-fengguifen-institutional-reform,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-tangzhen-guyanwu-public-responsibility,relation,ultimate-rel-tangzhen-guyanwu-public-responsibility,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-wangtingxiang-fangyizhi-qi-investigation,relation,ultimate-rel-wangtingxiang-fangyizhi-qi-investigation,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-wangtong-wunengzi-hierarchy-contrast,relation,ultimate-rel-wangtong-wunengzi-hierarchy-contrast,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-wunengzi-lvkun-qi-generation,relation,ultimate-rel-wunengzi-lvkun-qi-generation,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-yan-zhong-harmony-human-affairs,relation,ultimate-rel-yan-zhong-harmony-human-affairs,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-yanying-confucius-harmony-difference,relation,ultimate-rel-yanying-confucius-harmony-difference,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-rel-zhong-lvcai-human-evidence,relation,ultimate-rel-zhong-lvcai-human-evidence,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-wt-cc-01-sengzhao-empty-fengyoulan-real,relation,ultimate-wt-cc-01-sengzhao-empty-fengyoulan-real,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-wt-cc-02-ruanji-great-li-zehou-practice,relation,ultimate-wt-cc-02-ruanji-great-li-zehou-practice,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-wt-cc-03-huiyuan-autonomy-jiang-legitimacy,relation,ultimate-wt-cc-03-huiyuan-autonomy-jiang-legitimacy,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-wt-cc-04-daosheng-buddhahood-tu-embedded,relation,ultimate-wt-cc-04-daosheng-buddhahood-tu-embedded,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-wt-cc-05-jizang-two-truths-lao-method,relation,ultimate-wt-cc-05-jizang-two-truths-lao-method,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-wt-cc-06-kuiji-consciousness-fengqi-knowing,relation,ultimate-wt-cc-06-kuiji-consciousness-fengqi-knowing,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-wt-cc-07-xuanzang-color-lida-epistemology,relation,ultimate-wt-cc-07-xuanzang-color-lida-epistemology,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-wt-cc-08-zhiyi-onethought-zhang-interconnection,relation,ultimate-wt-cc-08-zhiyi-onethought-zhang-interconnection,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-wt-cc-09-bodhidharma-practice-huang-onebody,relation,ultimate-wt-cc-09-bodhidharma-practice-huang-onebody,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-wt-lq-01-ruanji-great-zhangtaiyan-revolution,relation,ultimate-wt-lq-01-ruanji-great-zhangtaiyan-revolution,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-wt-lq-02-huiyuan-autonomy-kang-world,relation,ultimate-wt-lq-02-huiyuan-autonomy-kang-world,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-wt-lq-03-daosheng-universal-tan-ren,relation,ultimate-wt-lq-03-daosheng-universal-tan-ren,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-wt-lq-04-jizang-pedagogy-hushi-verification,relation,ultimate-wt-lq-04-jizang-pedagogy-hushi-verification,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-wt-lq-05-kuiji-consciousness-xiong-wisdom,relation,ultimate-wt-lq-05-kuiji-consciousness-xiong-wisdom,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-ultimate-wt-lq-06-xuanzang-consciousness-zhangdongsun,relation,ultimate-wt-lq-06-xuanzang-consciousness-zhangdongsun,relation-evidence-and-bilingual-review,accepted-for-publication,codex-ultimate-relation-coverage-2026-07-17,2026-07-17,Imported from ultimate-relations-2026-07-17; influence level: conceptual-only,,1
batch-wang-bi-being-rooted-in-nonbeing,claim,wang-bi-being-rooted-in-nonbeing,source-and-bilingual-batch-review,accepted-for-publication,codex-medieval-source-review,2026-07-17,Imported from medieval-primary-claims-2026-07-14; attribution: 采用通行王弼《老子注》文本；命题是对该章注文的规范化概括，而非把《老子》经文直接改署王弼。,,1
batch-wang-bi-forget-words-grasp-meaning,claim,wang-bi-forget-words-grasp-meaning,source-and-bilingual-batch-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; attribution: 《周易略例》传统与文本系统稳定归于王弼。,,1
batch-wang-chong-dead-lack-awareness,claim,wang-chong-dead-lack-awareness,source-and-bilingual-batch-review,accepted-for-publication,codex-han-tang-expansion-2026-07-17,2026-07-17,Imported from expansion-han-tang-2026-07-17; attribution: 《论衡》传世本中王充的系统论辩。,,1
batch-wang-chong-spontaneous-generation,claim,wang-chong-spontaneous-generation,source-and-bilingual-batch-review,accepted-for-publication,classical-2026-07-14-a,2026-07-17,Imported from classical-2026-07-14-a; attribution: 王充《论衡》本篇的直接命题。,,1
batch-wang-daiyu-true-one-transcends-form,claim,wang-daiyu-true-one-transcends-form,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from song-qing-primary-2026-07-14-b; attribution: 王岱舆本人汉文伊斯兰著作；“本体”类译语须服从其真一/数一区分，不能简单并入理学。,,1
batch-wang-fu-people-ground-state,claim,wang-fu-people-ground-state,source-and-bilingual-batch-review,accepted-for-publication,codex-medieval-source-review-2,2026-07-17,Imported from medieval-second-primary-claims-2026-07-14; attribution: 采用《潜夫论》传世本；命题限于〈爱日〉可直接支持的民生—农时论证。,,1
batch-wang-fuzhi-constant-principle-daily-renewal,claim,wang-fuzhi-constant-principle-daily-renewal,source-and-bilingual-batch-review,accepted-for-publication,codex-song-qing-primary-and-comparative-pass,2026-07-17,Imported from expansion-song-qing-2026-07-17; attribution: 王夫之本人经解。,,1
batch-wang-fuzhi-dao-in-concrete-things,claim,wang-fuzhi-dao-in-concrete-things,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from song-qing-primary-2026-07-14-a; attribution: 王夫之本人著作；locator同时保留传统卷章节与电子文本行号，便于复核。,,1
batch-wang-gen-self-respect-foundation-governance,claim,wang-gen-self-respect-foundation-governance,source-and-bilingual-batch-review,accepted-for-publication,codex-song-qing-primary-and-comparative-pass,2026-07-17,Imported from expansion-song-qing-2026-07-17; attribution: 王艮语，由门人后编。,,1
batch-wang-gen-way-in-common-daily-life,claim,wang-gen-way-in-common-daily-life,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from song-qing-primary-2026-07-14-b; attribution: 门人汇编语录；“百姓日用即道”是后世常用概括，节点正文依据较完整原句而非只录口号。,,1
batch-wang-hui-depoliticization-naturalizes-power,claim,wang-hui-depoliticization-naturalizes-power,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from contemporary-research-2026-07-15-a; attribution: 作者本人文章的英译版；解释区分其规范性的“政治”与日常意义的权力政治，不据学术主张评价作者身份。,,1
batch-wang-ji-four-nothings,claim,wang-ji-four-nothings,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from song-qing-primary-2026-07-14-b; attribution: 王畿本人追记会谈并陈述自身立场；与钱德洪版本互相参校，不能将其当作王阳明唯一原定教法。,,1
batch-wang-ruoshui-real-social-practical-human,claim,wang-ruoshui-real-social-practical-human,source-and-bilingual-batch-review,accepted-for-publication,codex-zen-modern-source-review,2026-07-17,Imported from zen-modern-transition-primary-claims-2026-07-15; attribution: 西南大学页面注明来源为人民出版社王若水论文集并提供全文；文章包含王若水论述与大段马克思引文，excerpt选取的是王若水自己的过渡判断，未把所引马克思原句误署给他。,,1
batch-wang-ruoshui-socialist-alienation-humanism,claim,wang-ruoshui-socialist-alienation-humanism,source-and-bilingual-batch-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; attribution: translated primary article; exact Chinese-edition pagination remains pending,,1
batch-wang-tingxiang-primordial-qi-is-ultimate,claim,wang-tingxiang-primordial-qi-is-ultimate,source-and-bilingual-batch-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; attribution: 通过黄宗羲学案保存的王廷相论辩文字，明确标为传录证据。,,1
batch-wang-tong-learning-serves-governance,claim,wang-tong-learning-serves-governance,source-and-bilingual-batch-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; attribution: 旧题王通、门人记录；按学派文本归属并保留编纂警示。,,1
batch-wang-yangming-liangzhi-present-knowing,claim,wang-yangming-liangzhi-present-knowing,source-and-bilingual-batch-review,accepted-for-publication,codex-song-qing-primary-and-comparative-pass,2026-07-17,Imported from expansion-song-qing-2026-07-17; attribution: 王阳明语，由门人记录。,,1
batch-wang-yangming-unity-knowledge-action,claim,wang-yangming-unity-knowledge-action,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from song-qing-primary-2026-07-14-a; attribution: 由弟子徐爱记录王阳明答问；并非王阳明手定逐字稿，故保留记录者与问答语境。,,1
batch-wang-yinglin-learning-requires-broad-evidence,claim,wang-yinglin-learning-requires-broad-evidence,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from song-qing-primary-2026-07-14-b; attribution: 王应麟本人札记；规范命题是对本条与全书互证体例的谨慎概括，不声称他提出现代历史学方法。,,1
batch-wei-yuan-learn-foreign-techniques-for-strategic-agency,claim,wei-yuan-learn-foreign-techniques-for-strategic-agency,source-and-bilingual-batch-review,accepted-for-publication,late-qing-republic-2026-07-15-a,2026-07-17,Imported from late-qing-republic-2026-07-15-a; attribution: 魏源为本人所编《海国图志》撰写的原叙；“长技”在全书语境中主要涉及军事、航海等可学习能力，命题未扩大为对全部西方制度的接受。,,1
batch-wu-cheng-dao-within-mind,claim,wu-cheng-dao-within-mind,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from song-qing-primary-2026-07-14-b; attribution: 吴澄本人文章；“内求”不等于排斥读书，解释保留其经学实践背景。,,1
batch-wu-yubi-learning-in-minute-affairs,claim,wu-yubi-learning-in-minute-affairs,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from song-qing-primary-2026-07-14-b; attribution: 吴与弼本人日录所记教学场景；短句依前后共同耕作语境解释，不泛化为一般职业格言。,,1
batch-wunengzi-humans-continuous-with-animals,claim,wunengzi-humans-continuous-with-animals,source-and-bilingual-batch-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; attribution: 无能子为晚唐匿名作者的文本人格，节点不虚构具体生平。,,1
batch-xiang-xiu-desire-natural-but-ritually-regulated,claim,xiang-xiu-desire-natural-but-ritually-regulated,source-and-bilingual-batch-review,accepted-for-publication,codex-medieval-source-review-2,2026-07-17,Imported from medieval-second-primary-claims-2026-07-14; attribution: 现存文本见嵇康文集系统及后代总集。该句是向秀对嵇康的诘难；规范命题补入其同篇“以礼节之”的限制，避免误读为纵欲论。,,1
batch-xiong-shili-reality-internal-self-realization,claim,xiong-shili-reality-internal-self-realization,source-and-bilingual-batch-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; attribution: SEP translation of and commentary on Xiong's New Treatise,,1
batch-xiong-shili-wisdom-nondual,claim,xiong-shili-wisdom-nondual,source-and-bilingual-batch-review,accepted-for-publication,modern-confucian-source-pass,2026-07-17,"Imported from modern-confucian-secondary-2026-07-14; attribution: scholarly secondary summary citing Xiong 1932 [2015], pp. 21–26",,1
batch-xu-fuguan-embodied-moral-recognition,claim,xu-fuguan-embodied-moral-recognition,source-and-bilingual-batch-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; attribution: scholarly synthesis citing Xu 1953 and 1963,,1
batch-xu-fuguan-heart-fasting-artistic-subject,claim,xu-fuguan-heart-fasting-artistic-subject,source-and-bilingual-batch-review,accepted-for-publication,codex-zen-modern-source-review,2026-07-17,Imported from zen-modern-transition-primary-claims-2026-07-15; attribution: 来源为东海大学所藏作者手稿的学术整理，不是网络摘抄；整理者同时标示手稿、论文与专书版本异文，公开展示时应保留这一版本信息。,,1
batch-xu-heng-reverence-and-investigation,claim,xu-heng-reverence-and-investigation,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from song-qing-primary-2026-07-14-b; attribution: 门人编录许衡语；后半句沿用《易传》语汇，需保留语录文本层次。,,1
batch-xu-xing-ruler-shares-labor,claim,xu-xing-ruler-shares-labor,source-and-bilingual-batch-review,accepted-for-publication,classical-2026-07-14-a,2026-07-17,Imported from classical-2026-07-14-a; attribution: 许行无传世自著；主张由其追随者陈相在《孟子》中转述，并处于孟子的批判语境中。,,1
batch-xuanzang-color-not-apart-consciousness,claim,xuanzang-color-not-apart-consciousness,source-and-bilingual-batch-review,accepted-for-publication,codex-medieval-source-review-2,2026-07-17,Imported from medieval-second-primary-claims-2026-07-14; attribution: 量式相传为玄奘在曲女城所立，现存文字由弟子窥基等后来的因明注疏保存，并非玄奘亲笔独立著作；据此标注为“后世弟子传录的口头论式”。,,1
batch-yan-fu-free-speech-civil-society,claim,yan-fu-free-speech-civil-society,source-and-bilingual-batch-review,accepted-for-publication,modern-expansion-agent-2026-07-17,2026-07-17,Imported from expansion-modern-2026-07-17; attribution: scholarly encyclopedia synthesis; primary-text collation remains desirable,,1
batch-yan-fu-national-strength-people-capacity-intelligence-virtue,claim,yan-fu-national-strength-people-capacity-intelligence-virtue,source-and-bilingual-batch-review,accepted-for-publication,late-qing-republic-2026-07-15-a,2026-07-17,Imported from late-qing-republic-2026-07-15-a; attribution: 这是严复自著《原强》的直接命题，不是《天演论》中赫胥黎原文、严复译文或按语；因此不存在把译入思想误记为严复原创的问题。,,1
batch-yan-hui-learning-culture-ritual,claim,yan-hui-learning-culture-ritual,source-and-bilingual-batch-review,accepted-for-publication,classical-2-2026-07-14-a,2026-07-17,Imported from classical-2-2026-07-14-a; attribution: 颜回无传世自著；该句是《论语》所保存的颜回第一人称发言，仍经过弟子共同体编纂。,,1
batch-yan-ying-harmony-not-sameness,claim,yan-ying-harmony-not-sameness,source-and-bilingual-batch-review,accepted-for-publication,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17,Imported from ultimate-candidates-source-located-2026-07-17; attribution: 传世《晏子春秋》为累积编纂，按传统代表人物归于晏婴并明示文本层次。,,1
batch-yan-yuan-knowledge-through-practice,claim,yan-yuan-knowledge-through-practice,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from song-qing-primary-2026-07-14-b; attribution: 颜元本人书信；规范命题结合其“习行”教育论，不把它缩成一般励志格言。,,1
batch-yan-yuan-learning-through-active-practice,claim,yan-yuan-learning-through-active-practice,source-and-bilingual-batch-review,accepted-for-publication,codex-song-qing-primary-and-comparative-pass,2026-07-17,Imported from expansion-song-qing-2026-07-17; attribution: 颜元本人著作；省略号连接同段中相互说明的句子。,,1
batch-yang-guorong-concrete-metaphysics-authentic-being,claim,yang-guorong-concrete-metaphysics-authentic-being,source-and-bilingual-batch-review,accepted-for-publication,codex-primary-source-pass,2026-07-17,Imported from contemporary-research-2026-07-15-a; attribution: 作者本人英译论文集；短语由期刊专题导论对其体系的概括交叉核对，规范命题则依据Brill开放全书相关章节。,,1
batch-yang-xiong-nature-mixed-cultivation,claim,yang-xiong-nature-mixed-cultivation,source-and-bilingual-batch-review,accepted-for-publication,classical-2-2026-07-14-a,2026-07-17,Imported from classical-2-2026-07-14-a; attribution: 扬雄《法言》本篇的直接命题。,,1
batch-yang-zhu-for-self-no-hair-for-world,claim,yang-zhu-for-self-no-hair-for-world,source-and-bilingual-batch-review,accepted-for-publication,classical-2-2026-07-14-a,2026-07-17,Imported from classical-2-2026-07-14-a; attribution: 杨朱著作已佚；该命题来自思想对手孟子的简短、批评性传述，可靠显示早期接受史中的核心标签，但不能独立重建杨朱全部思想。,,1
