claim_id,locale,text,explanation,tags,translation_status,translator,reviewer,reviewed_at
kang-youwei-great-unity-abolish-national-boundaries,zh-CN,大同秩序应超越彼此排他的国家边界，因为国家区隔持续制造私心、竞争与战争；世界公政府取代列国后，天下才可能趋于公。,《大同书》乙部把“去国界”列为进入大同的制度步骤，并从邦国结构而非个别君主品德解释战争的持续。,大同;去国界;世界公政府;战争,reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a,2026-07-17
liang-qichao-renew-the-people,en,"National renewal cannot rest on institutional transplantation alone; it urgently requires forming new citizens with public virtue, a sense of rights, and capacities for self-government.","Xinmin Shuo treats civic character and political capacity as subjective conditions of national renewal, developing public virtue, rights, freedom, and self-government in later sections.",new citizen;public virtue;self-government,reviewed,modern-primary-batch,modern-primary-batch,2026-07-17
liang-qichao-renew-the-people,zh-CN,国家更新不能只靠制度移植，而必须以塑造具有公德、权利意识和自治能力的‘新民’为急务。,《新民说》以国民品质和政治能力为国家更新的主体条件，其后各节分别讨论公德、权利、自由和自治。,新民;公德;自治,reviewed,modern-primary-batch,modern-primary-batch,2026-07-17
yan-fu-free-speech-civil-society,en,Freedom of speech is a foundation of civil society and an institutional precondition for the development of democracy and liberalism.,"This records Yan's advocacy of public expression while systematically translating Western political thought, without reducing his whole project to a single liberal position.",free speech;civil society;democracy,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
yan-fu-free-speech-civil-society,zh-CN,言论自由是公民社会形成的基础条件，也是民主与自由主义得以发展的制度前提。,该命题记录严复系统译介西方政治思想时所主张的公共表达条件，不把其全部思想简化为单一自由主义立场。,言论自由;公民社会;民主,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
sun-yat-sen-popular-sovereignty,en,Popular rights mean that sovereignty belongs to the people and political power cannot remain a private privilege monopolized by a few.,"Sun Yat-sen opposes monarchic hierarchy and autocracy through popular sovereignty, making it the political principle of the Three Principles of the People.",popular rights;popular sovereignty;anti-autocracy,reviewed,modern-primary-batch,modern-primary-batch,2026-07-17
sun-yat-sen-popular-sovereignty,zh-CN,民权意味着主权属于民众，政治权力不能继续被少数人作为私人特权垄断。,孙中山以民众主权反对君臣主义和专制，并把民权主义作为三民主义的政治原则。,民权主义;民众主权;反专制,reviewed,modern-primary-batch,modern-primary-batch,2026-07-17
zhang-taiyan-revolution-produces-public-reason-and-removes-custom,en,"Incomplete public understanding and persistent old customs are not reasons to postpone revolution; political struggle can itself awaken intelligence, clarify public principles, and remove customs obstructing republican change.","Zhang rejects the argument that an unenlightened populace permits only constitutional monarchy, treating revolution as a process that generates political capacity rather than an outcome that must await prior education.",revolution;public principle;popular intelligence;old customs,reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a,2026-07-17
zhang-taiyan-revolution-produces-public-reason-and-removes-custom,zh-CN,民众尚未普遍理解公理、旧俗尚存，并不是推迟革命的理由；政治竞争本身能够开启民智、彰明公理并清除妨碍共和的旧俗。,章太炎反驳“民智未开故只能立宪”的论证，把革命理解为生成政治能力的过程，而非等待社会先被教育成熟后的结果。,革命;公理;民智;旧俗,reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a,2026-07-17
he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy,en,"Women's subjugation cannot be attributed only to old customs but must be analyzed with patriarchy, capitalist labor relations, and imperial power; liberation exceeds elite access to careers or political rights.","Columbia University Press's edition of six essays shows He-Yin placing gender oppression within transnational relations of capital, labor, and power, distinguishing her anarchist feminism from nationalist feminist programs.",women's liberation;capitalism;imperialism;patriarchy,reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a,2026-07-17
he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy,zh-CN,妇女受压迫不能仅归因于旧礼教，也必须与父权、资本主义劳动关系和帝国主义权力一并分析；因此解放不能缩减为少数女性获得职业或政治资格。,哥伦比亚大学出版社对何殷震六篇论文的整理指出，她把性别压迫置于跨国的资本、劳动与权力关系中，这也是其无政府女性主义区别于同时代民族主义女权论的关键。,女性解放;资本主义;帝国主义;父权,reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a,2026-07-17
cai-yuanpei-education-personality,en,Education should cultivate a whole personality; instruction in knowledge and skills without a guiding ideal is merely mechanical education.,Cai Yuanpei places personality formation above the transmission of knowledge and skills and explains educational ideals through harmony between world-view and life-view.,personality education;educational ideal;aesthetic education,reviewed,modern-primary-batch,modern-primary-batch,2026-07-17
cai-yuanpei-education-personality,zh-CN,教育的目的在于养成完整人格；如果只灌输知识和训练技能而没有理想贯穿，就只是机械教育。,蔡元培把人格养成置于知识和技能训练之上，并以世界观与人生观的调和说明教育理想。,人格教育;教育理想;美育,reviewed,modern-primary-batch,modern-primary-batch,2026-07-17
hu-shi-hypothesis-verification-method,en,Humanistic inquiry should frame hypotheses boldly and test them carefully against evidence rather than substituting canonical authority for reproducible investigation.,"Hu extended experimentalist method to intellectual and literary history and textual criticism; this records the method, not endorsement of every conclusion.",bold hypotheses;careful verification;experimentalism,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
hu-shi-hypothesis-verification-method,zh-CN,人文学术也应大胆提出假说，再以材料和考证谨慎检验，不能用经典权威替代可复核的研究程序。,胡适把实验主义方法扩展到思想史、文学史与古籍辨伪；这里记录方法论主张而非认可其所有具体结论。,大胆假设;小心求证;实验主义,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
liang-shuming-cultural-inward-moderation,en,"Liang Shuming understood Chinese culture as pursuing harmony between humanity and nature, and reason and emotion, through an inward, moderate attitude toward life.","This summarizes the cultural typology of Eastern and Western Cultures and Their Philosophies; it is Liang's comparative framework, not a factual description of every Chinese historical experience.",cultural typology;harmony;life attitude,reviewed,modern-confucian-source-pass,modern-confucian-source-pass,2026-07-17
liang-shuming-cultural-inward-moderation,zh-CN,梁漱溟把中国文化理解为以内向调和的生活态度追求人与自然、理性与情感的均衡。,这是《东西文化及其哲学》的文化类型论概括；它属于梁氏的宏观比较框架，不等于对所有中国历史经验的事实描述。,文化类型;调和;生活态度,reviewed,modern-confucian-source-pass,modern-confucian-source-pass,2026-07-17
zhang-junmai-mind-free-will-causality,en,"Nature can be studied through causal laws, but human spiritual activity includes free will and cannot be exhaustively reduced to the same mechanical explanation.","Zhang limits scientific explanation through a mind-matter dualism; this is a realist-idealist program, not a wholesale rejection of natural science.",free will;mind-matter dualism;science-metaphysics debate,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
zhang-junmai-mind-free-will-causality,zh-CN,自然界可以依因果法则研究，但人的精神活动包含自由意志，不能无余地还原为同一种机械因果说明。,张君劢以心物二分限制科学解释的范围；这是一种实在论唯心主义方案，而非否定自然科学。,自由意志;心物二分;科玄论战,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
sun-yat-sen-livelihood-public-responsibility,en,"The livelihood principle gives political priority to food, clothing, housing, and transportation and assigns government responsibility for essential services and basic welfare.",The claim foregrounds the socioeconomic dimension of the Three Principles without equating livelihood either with laissez-faire or total state monopoly.,people's livelihood;public utilities;social welfare,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
sun-yat-sen-livelihood-public-responsibility,zh-CN,民生原则把衣食住行置于政治的优先位置，并要求政府对关键公共事业和基本生活保障承担责任。,该概括突出三民主义中的社会经济维度，不把民生主义简单等同于自由放任或国家全面垄断。,民生主义;公共事业;社会保障,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
hu-shi-problems-before-isms,en,Social reform should begin with investigating concrete problems and possible solutions rather than treating abstract isms as universal cures.,Hu Shi does not reject theory as such; he rejects substituting abstract labels for inquiry into concrete social conditions and practical remedies.,problems and isms;experimentalism;concrete problems,reviewed,modern-primary-batch,modern-primary-batch,2026-07-17
hu-shi-problems-before-isms,zh-CN,社会改革应从具体问题的调查和解决办法出发，而不能把抽象主义当成包治百病的答案。,胡适并非否认一切理论，而是反对用抽象标签替代对具体社会条件和实际办法的研究。,问题与主义;实验主义;具体问题,reviewed,modern-primary-batch,modern-primary-batch,2026-07-17
xiong-shili-wisdom-nondual,en,Xiong Shili distinguished wisdom that grasps fundamental reality from discernment of ordinary things; the former is an inward realization without subject-object division.,This summarizes the New Treatise's account of realizing the true mind directly and its rejection of objectifying fundamental reality.,New Treatise;wisdom;self-realization,reviewed,modern-confucian-source-pass,modern-confucian-source-pass,2026-07-17
xiong-shili-wisdom-nondual,zh-CN,熊十力区分把握根本真实的智与认识日常事物的慧；前者是无能所分裂的内在证会。,该命题概括《新唯识论》以自证方式把握本心、并反对把根本真实客体化的立场。,新唯识论;智;自证,reviewed,modern-confucian-source-pass,modern-confucian-source-pass,2026-07-17
xiong-shili-reality-internal-self-realization,en,"Fundamental reality cannot be conceptualized as an external object; it is grasped only through inward, self-realizing awareness of the true mind.",This supplements Xiong's distinction between wisdom and discernment by identifying his anti-objectifying method.,internal self-realization;true mind;anti-objectification,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
xiong-shili-reality-internal-self-realization,zh-CN,根本真实不能被当作外在对象来概念化，只能在本心内部通过自证式体认而把握。,该命题从知识方法上补充熊十力的智慧之分，并标示其反对象化立场。,内在自证;本心;反对象化,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
lu-xun-selective-cultural-appropriation,en,"In confronting foreign and inherited culture, one should neither reject it in fear nor accept it wholesale, but actively take possession, discriminate, and decide what to use, preserve, or discard.","'Taking in' is a method of cultural judgment: agency arises through selective transformation rather than isolation, passive import, or symbolic export.",taking in;cultural selection;critique,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
lu-xun-selective-cultural-appropriation,zh-CN,面对外来与传统文化，既不能恐惧拒绝也不能全盘接受，而要主动占有、辨别，并决定使用、保存或淘汰。,“拿来主义”是一种文化判断方法：主体性来自有选择的转化，而不是闭关、被动输入或象征性送出。,拿来主义;文化选择;批判,reviewed,codex-ultimate-candidate-expansion-2026-07-17,codex-ultimate-candidate-expansion-2026-07-17,2026-07-17
li-da-dialectics-logic-epistemology-unified-practical-philosophy,en,"Dialectics, logic, and epistemology within dialectical materialism are not three independent disciplines but interconnected aspects of one philosophy through which cognition must be explained.",Nick Knight begins his analysis of the epistemological portion of Elements of Sociology with this unity thesis; the claim records Li's systematic architecture rather than merely labeling him Marxist.,dialectical materialism;logic;epistemology;unity of philosophy,reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a,2026-07-17
li-da-dialectics-logic-epistemology-unified-practical-philosophy,zh-CN,唯物辩证法的辩证法、逻辑与认识论不是三套彼此分离的学科，而是同一哲学的相互贯通面向；认识过程必须在这种统一中说明。,Nick Knight对《社会学大纲》认识论章的分析以这一统一命题为开端；这里收录李达的体系结构判断，而不是泛泛贴上“马克思主义”标签。,辩证唯物论;逻辑;认识论;哲学统一,reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a,2026-07-17
ma-yifu-six-arts-interconnected-hermeneutic-whole,en,"The Six Arts are not isolated disciplines but an internally interpreting whole of meaning; their classification, integration, and mutual explanation organize both classical understanding and learning.","This claim follows a Philosophical Research article's scholarly reconstruction of Ma's Six Arts theory, emphasizing holism and mutual interpretation without presenting the scholar's wording as Ma's own quotation.",Six Arts theory;whole of meaning;mutual interpretation;classical hermeneutics,reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a,2026-07-17
ma-yifu-six-arts-interconnected-hermeneutic-whole,zh-CN,六艺不是彼此孤立的知识门类，而是内在互释的义理整体；其分类、会通与解释共同构成理解经典和组织学术的循环。,该命题依据《哲学研究》论文对马一浮六艺论的学术概括，突出其整体性与互释结构，不把论文作者措辞当作马一浮原句。,六艺论;意义整体;互释;经典诠释,reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a,2026-07-17
zhang-dongsun-knowledge-culturally-and-linguistically-mediated,en,"Standards of evidence, objects of inquiry, selection and interpretation of perception are culturally structured, while knowledge is expressed in particular languages; knowing is therefore always culturally mediated.",The IEP calls this pluralistic cultural epistemology: cultural difference affects not only belief content but the epistemic operations by which something counts as evidence or sufficient reason.,cultural epistemology;evidence;linguistic mediation;epistemological pluralism,reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a,2026-07-17
zhang-dongsun-knowledge-culturally-and-linguistically-mediated,zh-CN,证据的标准、可知对象、感觉材料的选择与解释都受文化结构影响，而知识又必须借特定语言表达；认识因此始终经过文化与语言中介。,IEP把这一立场概括为“多元文化认识论”：差异不只发生在信念内容，也进入何以算作证据和充分理由的认识活动本身。,文化认识论;证据;语言中介;多元认识论,reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a,2026-07-17
zhang-junmai-science-limited-before-free-life-outlook,en,"Science handles regular objects through objective, analytic, and causal methods, but it cannot thereby determine an outlook on life; free will, value, and self-choice require philosophical treatment beyond natural science.",Zhang does not reject science; he rejects extending natural-scientific method into the sole worldview. The IEP reconstructs his 1923 position as a distinction between scientific objects and free spiritual life.,science-metaphysics debate;outlook on life;free will;limits of science,reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a,2026-07-17
zhang-junmai-science-limited-before-free-life-outlook,zh-CN,科学擅长以客观、分析和因果方法处理规律性对象，却不能由此决定人的人生观；自由意志、价值判断与自我选择需要不同于自然科学的哲学说明。,张君劢并非否定科学，而是否定把自然科学方法扩张为唯一世界观；IEP将其1923年立场重构为科学对象与自由精神领域的区分。,科学与玄学论战;人生观;自由意志;科学界限,reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a,2026-07-17
ai-siqi-philosophy-worldview-practical,en,"Philosophy theorizes people's fundamental view of the world as a whole; it is not speculation detached from ordinary life, because worldviews shape both cognition and action.","Popular Philosophy returns abstract concepts to ordinary judgment, stressing that everyone already has some worldview while insisting that worldviews remain subject to theoretical criticism and practical testing.",worldview;popular philosophy;theory and practice;philosophical education,reviewed,codex-zen-modern-source-review,codex-zen-modern-source-review,2026-07-17
ai-siqi-philosophy-worldview-practical,zh-CN,哲学是把人们关于整个世界的根本看法理论化的学问；它并非脱离日常生活的玄谈，而会通过世界观影响认识和行动。,《大众哲学》把抽象哲学概念放回普通人的生活判断，强调人人事实上都有某种世界观，但世界观仍须接受理论批判与实践检验。,世界观;大众哲学;理论与实践;哲学普及,reviewed,codex-zen-modern-source-review,codex-zen-modern-source-review,2026-07-17
ai-siqi-philosophy-popular-language,en,"Marxist materialism, epistemology, and dialectics should be explained to non-specialists through ordinary examples and accessible language.",Popular Philosophy's contribution includes its form of communication: translating technical concepts into everyday arguments for a broad readership.,Popular Philosophy;popularization;dialectical materialism,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
ai-siqi-philosophy-popular-language,zh-CN,马克思主义哲学的唯物论、认识论和辩证法应以日常事例和通俗语言向非专业读者解释。,《大众哲学》的哲学贡献也包含传播形式：它把专业概念转化为面向大众的日常论证。,大众哲学;哲学普及;辩证唯物论,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
mao-zedong-contradiction-particularity-method,en,"Analysis of a concrete process must distinguish principal from secondary contradictions and principal from secondary aspects, or universal law degenerates into empty abstraction.",On Contradiction makes analysis of particularity the methodological link between general dialectics and concrete judgment and action.,particularity of contradiction;principal contradiction;concrete analysis,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
mao-zedong-contradiction-particularity-method,zh-CN,分析具体过程必须区分主要矛盾与非主要矛盾、矛盾的主要方面与非主要方面，否则普遍法则会退化为空洞抽象。,《矛盾论》把矛盾特殊性的分析作为从一般辩证法走向具体判断与行动的方法环节。,矛盾特殊性;主要矛盾;具体分析,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
feng-youlan-true-real-realm,en,"Feng Youlan distinguished the True Realm of principle and substance from the Real Realm of material force and function, holding the former to be ontologically prior.",This distinction is central to New Rationalist accounts of the relation between transcendent principle and the actual world.,New Rationalism;True Realm;Real Realm,reviewed,modern-confucian-source-pass,modern-confucian-source-pass,2026-07-17
feng-youlan-true-real-realm,zh-CN,冯友兰区分由理与体构成的真际和由气与用构成的实际，并认为前者在本体论上居先。,这一区分构成新理学处理超越原则与现实世界关系的核心结构。,新理学;真际;实际,reviewed,modern-confucian-source-pass,modern-confucian-source-pass,2026-07-17
feng-youlan-universal-particular-logical-analysis,en,"Philosophy grasps universal principle through logical analysis, while concrete things are imperfect realizations of universal principles in the formed world.","This adds the method of New Rationalism, linking its li-qi structure with logical analysis without treating li as temporally prior entities.",logical analysis;universal and particular;New Rationalism,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
feng-youlan-universal-particular-logical-analysis,zh-CN,哲学以逻辑分析把握普遍之理；具体事物则是普遍原则在有形世界中的不完全实现。,该命题补充新理学的研究方法，连接其理气结构与现代逻辑分析，而不把“理”当成时间上先出现的实体。,逻辑分析;普遍与特殊;新理学,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
he-lin-confucianism-organic-renewal,en,"For Confucian thought to remain alive, it cannot be treated as a static relic; it must operate as an organic tradition, transforming itself amid change and answering new spiritual needs and cultural environments.","He's ‘new development’ is neither unaltered restoration nor wholesale rejection, but a demand to reinterpret and systematize Confucianism through contemporary problems.",New Confucianism;organic tradition;creative transformation;cultural reconstruction,reviewed,codex-zen-modern-source-review,codex-zen-modern-source-review,2026-07-17
he-lin-confucianism-organic-renewal,zh-CN,儒家思想若要继续存在，就不能被当作静止的古物，而应作为有机传统，在变迁中改造自身并回应新的精神需要与文化环境。,贺麟的“新开展”不是原样复古，也不是全盘抛弃传统，而是要求以当代问题重新解释并系统化儒学。,新儒学;有机传统;创造转化;文化重建,reviewed,codex-zen-modern-source-review,codex-zen-modern-source-review,2026-07-17
jin-yuelin-dao-formed-stuff-unity,en,"Dao consists in the inseparable conjunction of Form and Stuff: Form without Stuff is empty, while Stuff without Form cannot become actual; reality is Stuff entering possibilities.","Jun Hu reconstructs On Dao through matter and form, possibility, and reality and process, showing how Jin builds a process metaphysics through logical analysis.",dao;Form;Stuff;possibility and actuality,reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a,2026-07-17
jin-yuelin-dao-formed-stuff-unity,zh-CN,道由“式”与“能”不可分离的结合构成：只有式而无能便是空架，只有能而无式便不可成为现实；现实是能进入可能形式的历程。,胡军的学术章节以“物质与形式、可能、现实与过程”等环节重构《论道》，显示金岳霖以逻辑分析建立过程形上学。,道;式;能;可能与现实,reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a,2026-07-17
mao-zedong-practice-truth,en,Whether cognition is true must ultimately be tested by returning it to social practice and examining its results.,"On Practice treats cognition as a movement from practice to knowledge and back to practice, with social practice as the criterion of truth.",On Practice;criterion of truth;epistemology,reviewed,modern-primary-batch,modern-primary-batch,2026-07-17
mao-zedong-practice-truth,zh-CN,认识是否具有真理性，最终必须回到社会实践并由实践结果加以检验。,《实践论》把认识理解为从实践到认识、再回到实践的过程，并以社会实践作为检验真理的标准。,实践论;真理标准;认识论,reviewed,modern-primary-batch,modern-primary-batch,2026-07-17
qian-mu-cultural-subjectivity-without-rejecting-western-methods,en,Chinese political history should respect cultural subjectivity and examine institutions from both rulers' and ruled perspectives; modern or Western methods remain usable when they do not displace historical accuracy.,"The article explicitly distinguishes Qian's cultural subjectivity from rejection of Western methods: his warning targets slavish theoretical dependence, not comparison or modern research techniques themselves.",cultural subjectivity;political institutional history;historiographical method;China-West comparison,reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a,2026-07-17
qian-mu-cultural-subjectivity-without-rejecting-western-methods,zh-CN,研究中国政治史应尊重中国文化的主体性，并从政府与被治理者双方考察制度责任；这不排斥现代或西方方法，所反对的是以外来理论取代对中国史实的准确理解。,该论文摘要特别区分钱穆的文化主体性与拒绝西方方法：他的警告针对“奴隶式依赖”理论框架，而非比较或现代研究方法本身。,文化主体性;政治制度史;史学方法;中西比较,reviewed,late-qing-republic-2026-07-15-a,late-qing-republic-2026-07-15-a,2026-07-17
tang-junyi-human-spirit-intrinsic-value,en,"Tang Junyi held that cultural activity is valuable chiefly because it directly manifests the value of the human spirit, not because of instrumental utility.","This position grounds cultural evaluation in moral mind and intrinsic human dignity, and motivates Tang's critique of utilitarianism and naturalism.",humanistic spirit;cultural value;anti-utilitarianism,reviewed,modern-confucian-source-pass,modern-confucian-source-pass,2026-07-17
tang-junyi-human-spirit-intrinsic-value,zh-CN,唐君毅主张文化活动的价值首先在于直接显现人的精神价值，而不能还原为工具或功利价值。,这一立场把人的道德心与内在尊严置于文化评价的基础，并据此批评功利主义与自然主义。,人文精神;文化价值;反功利主义,reviewed,modern-confucian-source-pass,modern-confucian-source-pass,2026-07-17
fang-dongmei-universe-living-field,en,"The cosmos is not a closed mechanical-material system but an integrated field in which universal life continuously unfolds, every thing harbors vitality, and beings interpenetrate.","Fang's ‘pansophic vitalism’ opposes mechanism by understanding existence, value, life, and aesthetic creativity within one organismic cosmos.",universal life;organicism;living cosmos;aesthetics of life,reviewed,codex-zen-modern-source-review,codex-zen-modern-source-review,2026-07-17
fang-dongmei-universe-living-field,zh-CN,宇宙不是封闭的机械物质系统，而是普遍生命不断流行、万物各自孕含生意并相互贯通的整体。,方东美以“万物有生论”反对机械论，把存在、价值、生命和审美创造放在同一机体宇宙中理解。,万物有生论;普遍生命;机体主义;生命美学,reviewed,codex-zen-modern-source-review,codex-zen-modern-source-review,2026-07-17
xu-fuguan-embodied-moral-recognition,en,"Moral mind is not inferred from external scientific observation but directly experienced as embodied recognition in compassion, shame, deference, and moral judgment.",Xu retains realism about value while refusing to ground the experience in a metaphysics of a two-tier transcendent self.,embodied recognition;moral mind;embodied learning,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
xu-fuguan-embodied-moral-recognition,zh-CN,道德心不是外在科学观察推导出的对象，而是在恻隐、羞恶、辞让和是非等反应中直接体验到的身体性体认。,徐复观保留价值实在论，却拒绝把这种体验建立在超越的双层自我形上学上。,体认;道德心;形而中学,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
xu-fuguan-heart-fasting-artistic-subject,en,"Zhuangzi's ‘fasting of the mind’ establishes the subject of aesthetic contemplation through emptiness, stillness, and release from utilitarian desire; the spirit of Chinese art is not a list of external forms but a free state of mind attainable through cultivation.","Xu locates Zhuangzi's Way in the lived subject, using fasting of the mind to explain how art suspends utilitarian judgment and enables contemplative perception and fellow-feeling with its object.",fasting of the mind;artistic subject;emptiness and stillness;aesthetic contemplation,reviewed,codex-zen-modern-source-review,codex-zen-modern-source-review,2026-07-17
xu-fuguan-heart-fasting-artistic-subject,zh-CN,庄子的“心斋”通过虚静和忘却功利欲望建立审美观照的主体；中国艺术精神不是外在形式清单，而是一种可由修养达到的自由心境。,徐复观把庄子之道落实到人生主体，借“心斋”说明艺术何以能摆脱实用判断而产生对对象的纯粹观照与共感。,心斋;艺术精神主体;虚静;审美观照,reviewed,codex-zen-modern-source-review,codex-zen-modern-source-review,2026-07-17
mou-zongsan-autonomy-known-practically,en,Mou Zongsan argued that free will cannot be proven by theoretical knowledge but can be practically realized and verified in moral activity.,He thereby reverses the Kantian problem: the reality of moral response confirms autonomous will rather than leaving freedom merely as a postulate.,free will;moral practice;intellectual intuition,reviewed,modern-confucian-source-pass,modern-confucian-source-pass,2026-07-17
mou-zongsan-autonomy-known-practically,zh-CN,牟宗三认为自由意志不能由理论知识证明，却能在现实的道德活动中被实践地体证。,他借此改造康德问题：道德反应的现实性反过来确证自主意志，而非把自由仅保留为设准。,自由意志;道德实践;智的直觉,reviewed,modern-confucian-source-pass,modern-confucian-source-pass,2026-07-17
mou-zongsan-moral-feelings-true-self,en,Some moral feelings are not heteronomous impulses caused by empirical desire but rational or ontological feelings through which the true self manifests itself.,"Mou thereby revises Kant's reason-inclination distinction, though reliably distinguishing moral feeling from empirical desire remains a problem.",ontological feeling;true self;autonomy,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
mou-zongsan-moral-feelings-true-self,zh-CN,某些道德情感不是经验欲望造成的他律冲动，而是真我自我显现的理性或本体论情感。,牟宗三借此改造康德的理性与倾向之分，但如何可靠地区分道德情感与经验欲望仍是其理论难题。,本体论情感;真我;自律,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
tang-junyi-affective-connection-mind-world,en,"Through affective connection, mind directly encounters others and the world; subject and object are not sealed entities but disclose themselves in interaction.",Here affect does not merely mean emotion but interaction and unobstructed connection; the concept links Tang's epistemology and ethics.,affective connection;mind-world relation;intersubjectivity,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
tang-junyi-affective-connection-mind-world,zh-CN,心通过“感通”直接与他者和世界发生联系；认识主体与对象不是彼此封闭的实体，而在互动中相互显现。,这里的“感”不只指情绪，而是相互作用和无阻隔的联系；该概念贯穿唐君毅的认识论与道德哲学。,感通;心物关系;主体间性,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
lao-szekwang-fundamental-question-method,en,The history of philosophy cannot merely list materials or trace external influences; it must illuminate materials theoretically by reconstructing the fundamental question a philosopher sought to answer and the basic postulates underlying that answer.,"Lao's fundamental-question method uses theoretical reduction to coordinate genetic, systematic, and analytic approaches, aiming to display thought's inner motivation while remaining constrained by historical evidence.",fundamental-question method;theoretical reduction;method in history of philosophy;postulates,reviewed,codex-zen-modern-source-review,codex-zen-modern-source-review,2026-07-17
lao-szekwang-fundamental-question-method,zh-CN,哲学史研究不能只罗列材料或追踪外在影响，而应对材料施以理论照明，重构一位哲学家试图回答的基源问题及其基本设准。,劳思光的“基源问题研究法”以理论还原统摄发生研究、系统研究和解析研究，目标是既呈现思想的内在动力，又接受史料约束。,基源问题研究法;理论还原;哲学史方法;设准,reviewed,codex-zen-modern-source-review,codex-zen-modern-source-review,2026-07-17
wang-ruoshui-real-social-practical-human,en,"Marxism should begin from real, social, practical human beings rather than reducing persons to abstract consciousness, isolated biology, or a single class label; institutions and production must treat workers as ends and as whole persons.","Drawing on the young Marx, historical materialism, and alienation, Wang criticizes philosophical textbooks for neglecting human value and returns humanism to the analysis of socialist reality.",Marxist humanism;real human beings;alienation;workers,reviewed,codex-zen-modern-source-review,codex-zen-modern-source-review,2026-07-17
wang-ruoshui-real-social-practical-human,zh-CN,马克思主义应从现实的、社会的、实践的人出发，而不能把人缩减为抽象意识、孤立生物或单一阶级标签；制度与生产必须把劳动者当作目的和完整的人。,王若水借青年马克思、历史唯物主义和异化理论，批评哲学教科书忽略人的价值，并把人道主义问题带回社会主义现实。,马克思主义人道主义;现实的人;异化;劳动者,reviewed,codex-zen-modern-source-review,codex-zen-modern-source-review,2026-07-17
wang-ruoshui-socialist-alienation-humanism,en,Alienation is not confined to capitalism; socialist society must also examine whether institutions and power make human activity and its products dominate people.,"Wang used Marx's early theory of alienation and humanism to criticize problems within socialism, generating a major 1980s philosophical controversy.",alienation;Marxist humanism;socialist critique,reviewed,modern-expansion-agent-2026-07-17,modern-expansion-agent-2026-07-17,2026-07-17
